"Localidade";"Ano";"Produto Interno Bruto a Preços Correntes - PIB (R$ mil)";"Produto Interno Bruto per Capita (R$)";"Valor Adicionado Bruto a Preços Básicos - Total (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Agropecuária (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Indústria (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Serviços (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Administração Pública (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Impostos (R$ mil)"
"Cromínia";"2008";"28.474";"...";"26.515";"7.177";"1.231";"18.107";"7.823";"1.959"
"Cromínia";"2009";"30.946";"...";"29.203";"8.662";"1.466";"19.076";"9.071";"1.743"
"Cromínia";"2010";"38.784";"10.909,80";"36.571";"11.291";"4.469";"11.910";"8.902";"2.213"
"Cromínia";"2011";"44.463";"12.535,25";"41.749";"14.220";"3.052";"13.277";"11.200";"2.714"
"Cromínia";"2012";"49.113";"13.873,76";"46.188";"16.667";"2.863";"14.935";"11.722";"2.925"
"Cromínia";"2013";"53.756";"14.820,96";"50.856";"20.382";"2.815";"14.415";"13.244";"2.900"
"Cromínia";"2014";"58.736";"16.216,56";"55.596";"19.439";"4.958";"16.866";"14.332";"3.140"
"Cromínia";"2015";"58.752";"16.247,84";"55.696";"22.211";"2.627";"16.156";"14.702";"3.057"
"Cromínia";"2016";"64.329";"17.814,81";"61.237";"24.781";"2.818";"16.550";"17.088";"3.093"
"Cumari";"2002";"15.565";"...";"14.821";"7.178";"521";"7.123";"3.832";"744"
"Cumari";"2003";"19.217";"...";"18.268";"9.503";"585";"8.180";"4.366";"949"
"Cumari";"2004";"18.767";"...";"17.891";"8.153";"640";"9.099";"5.034";"875"
"Cumari";"2005";"18.910";"...";"17.954";"7.489";"640";"9.825";"5.496";"955"
"Cumari";"2006";"20.581";"...";"19.636";"7.476";"985";"11.174";"6.268";"945"
"Cumari";"2007";"25.101";"...";"24.089";"10.768";"1.588";"11.734";"6.601";"1.012"
"Cumari";"2008";"29.121";"...";"28.002";"13.004";"1.684";"13.313";"7.515";"1.119"
"Cumari";"2009";"34.832";"...";"33.657";"17.228";"1.766";"14.663";"8.104";"1.175"
"Cumari";"2010";"44.968";"15.186,76";"42.955";"24.087";"1.983";"7.668";"9.217";"2.013"
"Cumari";"2011";"49.068";"16.610,84";"47.066";"24.792";"3.463";"8.784";"10.026";"2.003"
"Cumari";"2012";"54.244";"18.431,51";"52.049";"28.184";"2.836";"10.545";"10.485";"2.195"
"Cumari";"2013";"66.670";"22.149,48";"63.744";"35.407";"4.740";"11.606";"11.990";"2.926"
"Cumari";"2014";"62.071";"20.683,52";"59.460";"30.410";"3.418";"12.293";"13.339";"2.611"
"Cumari";"2015";"62.173";"20.779,77";"59.352";"31.594";"2.062";"12.200";"13.497";"2.821"
"Cumari";"2016";"59.976";"20.105,80";"56.955";"27.823";"2.110";"12.507";"14.515";"3.021"
"Damianópolis";"2002";"7.638";"...";"7.271";"1.690";"226";"5.355";"3.529";"367"
"Damianópolis";"2003";"8.770";"...";"8.325";"2.054";"236";"6.035";"3.995";"444"
"Damianópolis";"2004";"9.834";"...";"9.402";"2.731";"311";"6.359";"4.132";"432"
"Damianópolis";"2005";"10.448";"...";"9.933";"1.993";"299";"7.641";"4.922";"515"
"Damianópolis";"2006";"12.966";"...";"12.311";"2.043";"634";"9.635";"5.967";"655"
"Damianópolis";"2007";"16.892";"...";"15.999";"3.292";"713";"11.994";"7.275";"894"
"Damianópolis";"2008";"17.972";"...";"16.956";"2.807";"745";"13.405";"7.995";"1.015"
"Damianópolis";"2009";"17.674";"...";"16.919";"3.542";"957";"12.420";"7.814";"755"
"Damianópolis";"2010";"18.967";"5.752,87";"18.072";"3.469";"1.123";"5.217";"8.263";"895"
"Damianópolis";"2011";"21.664";"6.580,76";"20.523";"3.930";"1.231";"5.927";"9.435";"1.141"
"Damianópolis";"2012";"24.722";"7.512,06";"23.397";"4.350";"1.196";"7.272";"10.579";"1.325"
"Damianópolis";"2013";"25.556";"7.558,72";"24.306";"4.953";"1.414";"6.476";"11.463";"1.250"
"Damianópolis";"2014";"28.124";"8.313,44";"26.702";"5.540";"1.103";"7.883";"12.176";"1.423"
"Damianópolis";"2015";"27.936";"8.252,89";"26.746";"6.160";"1.052";"6.728";"12.806";"1.190"
"Damianópolis";"2016";"30.644";"9.047,60";"29.125";"6.423";"1.208";"8.022";"13.473";"1.519"
"Damolândia";"2002";"10.987";"...";"10.244";"1.870";"1.223";"7.152";"4.156";"742"
"Damolândia";"2003";"11.942";"...";"11.023";"2.289";"1.259";"7.475";"4.080";"919"
"Damolândia";"2004";"12.872";"...";"12.074";"2.842";"1.324";"7.908";"4.460";"798"
"Damolândia";"2005";"13.895";"...";"12.950";"2.309";"1.482";"9.160";"5.170";"945"
"Damolândia";"2006";"16.251";"...";"15.263";"2.573";"1.947";"10.743";"5.807";"988"
"Damolândia";"2007";"16.540";"...";"15.489";"3.005";"1.687";"10.797";"5.853";"1.051"
"Damolândia";"2008";"19.645";"...";"18.446";"4.629";"1.904";"11.913";"6.614";"1.199"
"Damolândia";"2009";"21.295";"...";"20.120";"5.510";"1.920";"12.690";"7.030";"1.175"
"Damolândia";"2010";"22.839";"8.314,34";"21.329";"4.542";"2.626";"6.244";"7.916";"1.510"
"Damolândia";"2011";"28.135";"10.190,18";"25.990";"4.398";"5.471";"7.216";"8.905";"2.145"
"Damolândia";"2012";"28.014";"10.098,71";"25.638";"5.033";"2.588";"8.123";"9.894";"2.376"
"Damolândia";"2013";"33.901";"11.816,29";"31.430";"6.472";"4.853";"8.956";"11.149";"2.471"
"Damolândia";"2014";"35.863";"12.426,60";"33.328";"6.574";"3.669";"9.980";"13.104";"2.536"
"Damolândia";"2015";"36.146";"12.451,26";"33.812";"6.577";"3.277";"9.927";"14.030";"2.334"
"Damolândia";"2016";"36.731";"12.583,33";"34.616";"7.279";"3.669";"9.982";"13.686";"2.115"
"Davinópolis";"2002";"8.805";"...";"8.303";"2.663";"668";"4.972";"3.134";"502"
"Davinópolis";"2003";"10.483";"...";"9.855";"3.243";"788";"5.824";"3.602";"628"
"Davinópolis";"2004";"12.149";"...";"11.487";"3.921";"1.377";"6.189";"3.762";"662"
"Davinópolis";"2005";"13.632";"...";"12.884";"3.485";"2.831";"6.568";"3.837";"748"
"Davinópolis";"2006";"14.550";"...";"13.782";"3.259";"3.038";"7.486";"4.325";"768"
"Davinópolis";"2007";"19.617";"...";"17.421";"4.086";"3.154";"10.181";"4.471";"2.196"
"Davinópolis";"2008";"35.224";"...";"31.712";"5.226";"2.062";"24.424";"5.365";"3.512"
"Davinópolis";"2009";"36.633";"...";"34.240";"6.403";"2.233";"25.604";"5.550";"2.392"
"Davinópolis";"2010";"116.321";"56.741,71";"113.598";"8.825";"85.314";"11.160";"8.300";"2.722"
"Davinópolis";"2011";"228.553";"111.055,97";"226.923";"11.201";"200.481";"6.183";"9.058";"1.630"
"Davinópolis";"2012";"243.848";"118.372,98";"242.376";"13.113";"212.240";"6.635";"10.388";"1.473"
"Davinópolis";"2013";"213.610";"100.807,09";"211.640";"15.994";"178.304";"6.619";"10.723";"1.970"
"Davinópolis";"2014";"157.284";"74.085,73";"155.578";"16.985";"117.283";"8.014";"13.296";"1.706"
"Davinópolis";"2015";"218.959";"102.991,26";"217.179";"16.517";"177.316";"9.025";"14.320";"1.781"
"Davinópolis";"2016";"315.914";"148.316,37";"313.988";"17.228";"271.804";"9.802";"15.155";"1.926"
"Diorama";"2002";"12.029";"...";"11.594";"5.827";"378";"5.390";"3.528";"434"
