Localidade;Ano;Total;Federal;Estadual;Municipal;Particular
Damianópolis;2016;41;;23;18;
Damianópolis;2017;35;;19;16;
Damianópolis;2018;40;0;23;17;0
Damolândia;2000;32;;;;
Damolândia;2001;28;;;;
Damolândia;2002;33;;23;10;
Damolândia;2003;32;;24;8;
Damolândia;2004;33;;25;8;
Damolândia;2005;30;;22;8;
Damolândia;2006;30;;21;9;
Damolândia;2007;26;;19;8;
Damolândia;2008;27;;19;8;
Damolândia;2009;28;;20;9;
Damolândia;2010;28;;18;11;
Damolândia;2011;27;;17;12;
Damolândia;2012;29;;15;16;
Damolândia;2013;31;;12;21;
Damolândia;2014;34;;14;21;
Damolândia;2015;39;;18;24;
Damolândia;2016;46;;19;28;
Damolândia;2017;35;;17;20;
Damolândia;2018;39;0;20;21;0
Davinópolis;2000;34;;;;
Davinópolis;2001;32;;;;
Davinópolis;2002;37;;24;13;
Davinópolis;2003;35;;23;12;
Davinópolis;2004;33;;22;11;
Davinópolis;2005;33;;23;10;
Davinópolis;2006;30;;21;9;
Davinópolis;2007;23;;15;8;
Davinópolis;2008;28;;17;11;
Davinópolis;2009;26;;18;8;
Davinópolis;2010;35;;21;14;
Davinópolis;2011;32;;18;14;
Davinópolis;2012;29;;14;16;
Davinópolis;2013;29;;13;16;
Davinópolis;2014;25;;9;16;
Davinópolis;2015;24;;8;17;
Davinópolis;2016;25;;9;17;
Davinópolis;2017;25;;7;18;
Davinópolis;2018;26;0;7;20;0
Diorama;2000;32;;;;
Diorama;2001;37;;;;
Diorama;2002;41;;31;10;
Diorama;2003;44;;32;12;
Diorama;2004;38;;30;8;
Diorama;2005;35;;29;6;
Diorama;2006;37;;30;7;
Diorama;2007;31;;26;5;
Diorama;2008;35;;30;6;
Diorama;2009;36;;31;6;
Diorama;2010;39;;33;7;
Diorama;2011;36;;28;9;
Diorama;2012;30;;23;8;
Diorama;2013;27;;20;8;
Diorama;2014;30;;22;9;
Diorama;2015;28;;18;10;
Diorama;2016;30;;20;10;
Diorama;2017;24;;17;8;
Diorama;2018;22;2;15;7;0
Divinópolis de Goiás;2000;94;;;;
Divinópolis de Goiás;2001;98;;;;
Divinópolis de Goiás;2002;103;;36;67;
Divinópolis de Goiás;2003;95;;32;63;
Divinópolis de Goiás;2004;92;;28;64;
Divinópolis de Goiás;2005;95;;32;63;
Divinópolis de Goiás;2006;88;;31;57;
Divinópolis de Goiás;2007;84;;26;60;
Divinópolis de Goiás;2008;78;;28;52;
Divinópolis de Goiás;2009;78;;55;24;
Divinópolis de Goiás;2010;84;;59;25;
Divinópolis de Goiás;2011;82;;55;27;
Divinópolis de Goiás;2012;76;;26;52;
Divinópolis de Goiás;2013;70;;25;46;
Divinópolis de Goiás;2014;72;;25;49;
Divinópolis de Goiás;2015;73;;25;48;
Divinópolis de Goiás;2016;66;;26;41;
Divinópolis de Goiás;2017;66;;28;38;
Divinópolis de Goiás;2018;66;26;29;38;0
Doverlândia;2000;94;;;;
Doverlândia;2001;91;;;;
Doverlândia;2002;99;;58;41;
Doverlândia;2003;92;;55;37;
Doverlândia;2004;104;;57;47;
Doverlândia;2005;95;;51;44;
Doverlândia;2006;114;;55;55;4
Doverlândia;2007;79;;48;44;
Doverlândia;2008;88;;44;49;5
Doverlândia;2009;99;;49;49;14
Doverlândia;2010;106;;56;49;18
Doverlândia;2011;94;;51;46;9
Doverlândia;2012;90;;43;43;12
Doverlândia;2013;87;;45;44;5
Doverlândia;2014;87;;49;47;
Doverlândia;2015;86;;42;50;
Doverlândia;2016;89;;44;51;
Doverlândia;2017;86;;46;48;
Doverlândia;2018;87;17;45;49;0
Edealina;2000;54;;;;
Edealina;2001;48;;;;
Edealina;2002;64;;14;50;
Edealina;2003;63;;15;48;
Edealina;2004;47;;14;33;
Edealina;2005;55;;14;41;
Edealina;2006;48;;12;36;
Edealina;2007;40;;13;33;
Edealina;2008;48;;13;38;
Edealina;2009;50;;13;40;
Edealina;2010;47;;13;35;
Edealina;2011;43;;12;35;
Edealina;2012;45;;9;38;
Edealina;2013;44;;8;40;
Edealina;2014;44;;11;38;
Edealina;2015;47;;9;39;
Edealina;2016;41;;9;35;
Edealina;2017;43;;8;38;
Edealina;2018;43;0;8;38;0
Edéia;2000;124;;;;
Edéia;2001;117;;;;
Edéia;2002;126;;44;57;25
Edéia;2003;124;;44;59;21
Edéia;2004;130;;44;64;22
Edéia;2005;123;;44;57;22
Edéia;2006;125;;50;50;25
Edéia;2007;102;;36;57;21
Edéia;2008;109;;37;59;22
Edéia;2009;107;;38;61;23
Edéia;2010;114;;39;66;23
Edéia;2011;104;;36;62;23
Edéia;2012;106;;34;62;26
Edéia;2013;109;;35;66;24
Edéia;2014;108;;33;59;26
Edéia;2015;106;;33;61;27
Edéia;2016;90;;32;44;24
Edéia;2017;104;;35;52;23
Edéia;2018;102;0;35;52;21
Estrela do Norte;2000;61;;;;
Estrela do Norte;2001;60;;;;
Estrela do Norte;2002;68;;37;31;
Estrela do Norte;2003;64;;33;31;
Estrela do Norte;2004;65;;30;35;
Estrela do Norte;2005;62;;30;32;
Estrela do Norte;2006;55;;28;27;
Estrela do Norte;2007;40;;24;22;
Estrela do Norte;2008;42;;25;25;
Estrela do Norte;2009;39;;23;21;
Estrela do Norte;2010;38;;24;20;
Estrela do Norte;2011;40;;22;22;
Estrela do Norte;2012;44;;24;22;
Estrela do Norte;2013;41;;21;22;
Estrela do Norte;2014;36;;19;19;
Estrela do Norte;2015;41;;24;19;
Estrela do Norte;2016;38;;19;20;
Estrela do Norte;2017;32;;14;19;
Estrela do Norte;2018;34;0;13;21;0
Faina;2000;118;;;;
Faina;2001;122;;;;
Faina;2002;115;;58;48;9
Faina;2003;134;;64;58;12
Faina;2004;129;;52;62;15
Faina;2005;122;;50;57;15
Faina;2006;113;;46;67;
Faina;2007;98;;45;57;
Faina;2008;90;;36;56;
Faina;2009;96;;40;59;
Faina;2010;89;;35;58;
Faina;2011;90;;37;57;
Faina;2012;86;;34;56;
Faina;2013;94;;46;53;
Faina;2014;90;;44;52;
Faina;2015;93;;39;57;
Faina;2016;89;;38;56;
Faina;2017;74;;31;48;
Faina;2018;81;35;34;51;0
Fazenda Nova;2000;124;;;;
Fazenda Nova;2001;117;;;;
Fazenda Nova;2002;109;;80;15;14
Fazenda Nova;2003;110;;59;31;20
Fazenda Nova;2004;114;;61;26;27
Fazenda Nova;2005;99;;60;28;11
Fazenda Nova;2006;125;;73;29;23
Fazenda Nova;2007;79;;41;21;21
Fazenda Nova;2008;81;;42;20;22
Fazenda Nova;2009;87;;47;22;21
Fazenda Nova;2010;92;;49;27;20
Fazenda Nova;2011;88;;50;25;16
Fazenda Nova;2012;79;;41;26;13
Fazenda Nova;2013;73;;39;27;11
Fazenda Nova;2014;71;;39;24;11
Fazenda Nova;2015;61;;38;26;
Fazenda Nova;2016;60;;36;26;
Fazenda Nova;2017;65;;35;30;
Fazenda Nova;2018;55;2;33;23;0
Firminópolis;2000;135;;;;
Firminópolis;2001;126;;;;
Firminópolis;2002;141;;98;19;24
Firminópolis;2003;126;;90;16;20
Firminópolis;2004;126;;92;14;20
Firminópolis;2005;108;;77;16;15
Firminópolis;2006;105;;76;18;11
Firminópolis;2007;88;;66;16;11
Firminópolis;2008;90;;63;22;10
Firminópolis;2009;93;;58;29;12
Firminópolis;2010;87;;52;29;12
Firminópolis;2011;102;;53;39;15
Firminópolis;2012;92;;43;35;15
Firminópolis;2013;87;;41;34;13
Firminópolis;2014;97;;41;46;13
Firminópolis;2015;92;;36;46;13
Firminópolis;2016;97;;42;45;13
Firminópolis;2017;113;;41;60;12
Firminópolis;2018;101;10;41;46;14
Flores de Goiás;2000;114;;;;
Flores de Goiás;2001;138;;;;
Flores de Goiás;2002;155;;50;100;5
Flores de Goiás;2003;182;;75;107;
Flores de Goiás;2004;194;;76;118;
Flores de Goiás;2005;195;;77;118;
Flores de Goiás;2006;181;;79;102;
Flores de Goiás;2007;164;;70;101;
Flores de Goiás;2008;153;;51;110;
Flores de Goiás;2009;171;;51;130;
Flores de Goiás;2010;147;;53;107;
Flores de Goiás;2011;147;;52;105;
Flores de Goiás;2012;161;;54;116;
Flores de Goiás;2013;152;;55;104;
Flores de Goiás;2014;162;;52;115;
Flores de Goiás;2015;135;;48;97;
Flores de Goiás;2016;139;;46;103;
Flores de Goiás;2017;128;;39;99;
Flores de Goiás;2018;128;63;44;89;0
Formosa;2000;1097;;;;
Formosa;2001;1150;;;;
Formosa;2002;1188;;460;381;347
Formosa;2003;1244;;468;425;351
Formosa;2004;1295;;484;438;373
Formosa;2005;1343;;465;511;367
Formosa;2006;1253;;467;494;292
Formosa;2007;885;;350;453;146
Formosa;2008;929;;329;458;196
Formosa;2009;899;;324;464;171
Formosa;2010;1002;;335;488;247
Formosa;2011;1045;27;303;493;282
Formosa;2012;999;38;289;485;242
Formosa;2013;1092;51;295;545;267
Formosa;2014;1083;47;298;526;261
Formosa;2015;1060;67;252;521;267
Formosa;2016;1128;72;283;538;274
Formosa;2017;1098;59;293;534;247
Formosa;2018;1182;196;330;561;272
Formoso;2000;74;;;;
Formoso;2001;74;;;;
Formoso;2002;78;;60;14;4
Formoso;2003;74;;57;13;4
Formoso;2004;70;;50;16;4
Formoso;2005;64;;47;13;4
Formoso;2006;62;;46;12;4
Formoso;2007;49;;32;13;4
Formoso;2008;58;;40;16;4
Formoso;2009;56;;39;18;
Formoso;2010;55;;40;17;
Formoso;2011;52;;38;17;
Formoso;2012;48;;33;19;
Formoso;2013;52;;34;21;
Formoso;2014;50;;32;20;
Formoso;2015;53;;35;22;
Formoso;2016;50;;36;16;
Formoso;2017;52;;35;20;
Formoso;2018;57;0;38;21;0
Gameleira de Goiás;2000;;;;;
Gameleira de Goiás;2001;30;;;;
Gameleira de Goiás;2002;36;;5;31;
Gameleira de Goiás;2003;36;;5;31;
Gameleira de Goiás;2004;37;;5;32;
Gameleira de Goiás;2005;36;;36;;
Gameleira de Goiás;2006;38;;5;33;
Gameleira de Goiás;2007;33;;5;29;
Gameleira de Goiás;2008;39;;6;33;
Gameleira de Goiás;2009;43;;5;38;
Gameleira de Goiás;2010;43;;5;39;
Gameleira de Goiás;2011;41;;6;37;
Gameleira de Goiás;2012;46;;5;41;
Gameleira de Goiás;2013;42;;5;38;
Gameleira de Goiás;2014;44;;6;39;
Gameleira de Goiás;2015;47;;5;42;
Gameleira de Goiás;2016;44;;5;40;
Gameleira de Goiás;2017;45;;6;39;
Gameleira de Goiás;2018;47;14;5;42;0
Goianápolis;2000;124;;;;
Goianápolis;2001;118;;;;
Goianápolis;2002;123;;74;36;13
Goianápolis;2003;114;;67;41;6
Goianápolis;2004;128;;76;41;11
Goianápolis;2005;117;;66;44;7
Goianápolis;2006;127;;75;47;5
Goianápolis;2007;87;;50;38;
Goianápolis;2008;105;;60;48;
Goianápolis;2009;102;;56;51;
Goianápolis;2010;103;;58;51;
Goianápolis;2011;115;;53;59;7
Goianápolis;2012;116;;52;63;7
Goianápolis;2013;111;;45;65;7
Goianápolis;2014;122;;51;68;6
Goianápolis;2015;123;;49;70;7
Goianápolis;2016;124;;50;69;7
Goianápolis;2017;126;;55;70;6
Goianápolis;2018;128;0;61;63;7
Goiandira;2000;71;;;;
Goiandira;2001;73;;;;
Goiandira;2002;74;;56;18;
Goiandira;2003;71;;54;17;
Goiandira;2004;66;;44;16;6
Goiandira;2005;62;;41;15;6
Goiandira;2006;64;;45;15;4
Goiandira;2007;56;;38;16;3
Goiandira;2008;64;;37;25;4
Goiandira;2009;60;;33;20;8
Goiandira;2010;60;;30;19;11
Goiandira;2011;66;;35;20;11
Goiandira;2012;65;;34;19;12
Goiandira;2013;57;;30;14;13
Goiandira;2014;59;;30;29;
Goiandira;2015;57;;34;23;
Goiandira;2016;59;;33;26;
Goiandira;2017;61;;34;28;
Goiandira;2018;70;0;37;34;0
Goianésia;2000;668;;;;
Goianésia;2001;606;;;;
Goianésia;2002;613;;303;248;62
Goianésia;2003;595;;294;240;61
Goianésia;2004;660;;271;265;124
Goianésia;2005;643;;260;240;143
Goianésia;2006;708;;275;275;158
Goianésia;2007;496;;212;203;127
Goianésia;2008;533;;221;221;132
Goianésia;2009;560;;227;256;126
Goianésia;2010;631;;246;309;124
Goianésia;2011;631;;237;306;133
Goianésia;2012;619;;223;316;130
Goianésia;2013;528;;226;225;113
Goianésia;2014;589;;230;263;133
Goianésia;2015;529;;214;221;126
Goianésia;2016;603;;264;246;129
Goianésia;2017;614;;255;266;126
Goianésia;2018;557;14;241;227;119
Goiânia;2000;14123;;;;
Goiânia;2001;15156;;;;
Goiânia;2002;15802;215;5327;4639;5621
Goiânia;2003;15773;221;5024;4743;5785
Goiânia;2004;15984;343;4340;4963;6338
Goiânia;2005;16362;210;4243;5407;6502
Goiânia;2006;15366;233;4231;5081;5821
Goiânia;2007;11067;208;3346;4304;3976
Goiânia;2008;11862;207;3365;4451;4711
Goiânia;2009;11634;220;3320;4424;4603
Goiânia;2010;12302;241;3386;4666;5005
Goiânia;2011;12635;264;3478;4901;5057
Goiânia;2012;12423;256;2959;5045;5169
Goiânia;2013;12746;225;2947;5124;5379
Goiânia;2014;13014;294;2886;5101;5591
Goiânia;2015;13114;293;2695;5103;5748
Goiânia;2016;13300;354;2822;4985;5835
Goiânia;2017;13093;347;2822;4842;5752
Goiânia;2018;13320;374;2869;5002;5787
Goianira;2000;217;;;;
Goianira;2001;216;;;;
Goianira;2002;248;;106;109;33
Goianira;2003;262;;107;124;31
Goianira;2004;262;;103;129;30
Goianira;2005;256;;102;129;25
Goianira;2006;277;;111;148;18
Goianira;2007;236;;103;149;9
Goianira;2008;252;;92;160;21
Goianira;2009;267;;99;171;18
Goianira;2010;293;;107;183;24
Goianira;2011;296;;101;194;21
Goianira;2012;316;;122;194;22
Goianira;2013;375;;118;256;31
Goianira;2014;361;;117;233;31
Goianira;2015;361;;120;224;36
Goianira;2016;377;;119;246;25
Goianira;2017;405;;136;246;35
Goianira;2018;439;0;149;266;40
Goiás;2000;472;;;;
Goiás;2001;475;;;;
Goiás;2002;517;;290;156;71
Goiás;2003;477;;257;131;89
Goiás;2004;451;;241;111;99
Goiás;2005;421;;217;101;103
Goiás;2006;438;;217;104;117
Goiás;2007;327;;171;83;100
Goiás;2008;329;;150;94;99
Goiás;2009;337;;167;117;77
Goiás;2010;334;;159;123;77
Goiás;2011;342;;187;116;68
Goiás;2012;312;13;144;112;66
Goiás;2013;331;21;132;132;65
Goiás;2014;345;30;141;118;71
Goiás;2015;342;37;122;120;80
Goiás;2016;359;43;138;116;83
Goiás;2017;370;45;149;121;69
Goiás;2018;370;90;144;116;81
Goiatuba;2000;380;;;;
Goiatuba;2001;433;;;;
Goiatuba;2002;443;;141;202;100
Goiatuba;2003;462;;144;210;108
Goiatuba;2004;518;;185;213;120
Goiatuba;2005;499;;152;233;114
Goiatuba;2006;461;;158;215;88
Goiatuba;2007;303;;105;176;45
Goiatuba;2008;330;;129;168;68
Goiatuba;2009;303;;124;166;54
Goiatuba;2010;326;;129;160;75
Goiatuba;2011;313;;114;168;68
Goiatuba;2012;311;;107;163;70
Goiatuba;2013;282;;101;154;48
Goiatuba;2014;283;;98;158;51
Goiatuba;2015;283;;105;141;55
Goiatuba;2016;307;;131;143;54
Goiatuba;2017;307;;119;144;67
Goiatuba;2018;311;2;127;140;63
Gouvelândia;2000;71;;;;
Gouvelândia;2001;75;;;;
Gouvelândia;2002;75;;41;34;
Gouvelândia;2003;71;;39;32;
Gouvelândia;2004;72;;42;30;
Gouvelândia;2005;73;;40;33;
Gouvelândia;2006;62;;35;27;
Gouvelândia;2007;46;;26;27;
Gouvelândia;2008;54;;27;35;
Gouvelândia;2009;57;;31;34;
Gouvelândia;2010;61;;33;36;
Gouvelândia;2011;58;;29;36;
Gouvelândia;2012;51;;20;36;
Gouvelândia;2013;53;;19;39;
Gouvelândia;2014;51;;18;38;
Gouvelândia;2015;45;;16;32;
Gouvelândia;2016;53;;14;42;
Gouvelândia;2017;52;;16;39;
Gouvelândia;2018;49;0;16;36;0
Guapó;2000;171;;;;
Guapó;2001;189;;;;
Guapó;2002;179;;116;37;26
Guapó;2003;175;;102;48;25
Guapó;2004;183;;110;42;31
Guapó;2005;184;;115;42;27
Guapó;2006;176;;118;44;14
Guapó;2007;122;;76;42;10
Guapó;2008;139;;79;48;15
Guapó;2009;130;;76;49;15
Guapó;2010;154;;83;49;35
Guapó;2011;142;;71;64;13
Guapó;2012;139;;70;52;26
Guapó;2013;145;;70;71;12
Guapó;2014;155;;70;86;10
Guapó;2015;148;;73;82;
Guapó;2016;154;;74;88;
Guapó;2017;183;;78;109;
Guapó;2018;179;0;82;95;6
Guaraíta;2000;43;;;;
Guaraíta;2001;47;;;;
Guaraíta;2002;44;;28;16;
Guaraíta;2003;33;;31;2;
Guaraíta;2004;33;;19;14;
Guaraíta;2005;31;;17;14;
Guaraíta;2006;28;;15;13;
Guaraíta;2007;27;;17;13;
Guaraíta;2008;30;;20;12;
Guaraíta;2009;32;;22;13;
Guaraíta;2010;33;;18;18;
Guaraíta;2011;29;;16;15;
Guaraíta;2012;31;;16;19;
Guaraíta;2013;33;;15;22;
Guaraíta;2014;33;;15;21;
Guaraíta;2015;39;;17;26;
Guaraíta;2016;29;;12;20;
Guaraíta;2017;34;;13;23;
Guaraíta;2018;36;0;11;27;0
Guarani de Goiás;2000;78;;;;
Guarani de Goiás;2001;83;;;;
Guarani de Goiás;2002;97;;54;43;
Guarani de Goiás;2003;99;;50;49;
Guarani de Goiás;2004;92;;51;41;
Guarani de Goiás;2005;114;;69;45;
Guarani de Goiás;2006;82;;49;33;
Guarani de Goiás;2007;63;;40;28;
Guarani de Goiás;2008;67;;44;26;
Guarani de Goiás;2009;70;;44;30;
Guarani de Goiás;2010;66;;45;28;
Guarani de Goiás;2011;61;;42;26;
Guarani de Goiás;2012;57;;39;22;
Guarani de Goiás;2013;58;;36;28;
Guarani de Goiás;2014;55;;35;25;
Guarani de Goiás;2015;54;;34;31;
Guarani de Goiás;2016;56;;34;26;
Guarani de Goiás;2017;54;;36;23;
Guarani de Goiás;2018;59;17;38;25;0
Guarinos;2000;41;;;;
Guarinos;2001;35;;;;
Guarinos;2002;30;;23;7;
Guarinos;2003;30;;22;8;
Guarinos;2004;28;;21;7;
Guarinos;2005;21;;18;3;
Guarinos;2006;27;;21;6;
Guarinos;2007;25;;20;5;
Guarinos;2008;24;;19;5;
Guarinos;2009;25;;20;5;
Guarinos;2010;27;;18;9;
Guarinos;2011;26;;16;10;
Guarinos;2012;23;;12;11;
Guarinos;2013;21;;10;11;
Guarinos;2014;25;;15;11;
Guarinos;2015;25;;13;12;
Guarinos;2016;27;;15;12;
Guarinos;2017;28;;15;14;
Guarinos;2018;30;9;18;13;0
Heitoraí;2000;58;;;;
Heitoraí;2001;51;;;;
Heitoraí;2002;55;;42;13;
Heitoraí;2003;56;;40;16;
Heitoraí;2004;61;;47;14;
Heitoraí;2005;57;;46;11;
Heitoraí;2006;56;;45;11;
Heitoraí;2007;42;;31;11;
Heitoraí;2008;51;;38;13;
Heitoraí;2009;51;;38;13;
Heitoraí;2010;53;;40;13;
Heitoraí;2011;51;;36;15;
Heitoraí;2012;49;;34;15;
Heitoraí;2013;47;;33;14;
Heitoraí;2014;45;;31;14;
Heitoraí;2015;46;;31;15;
Heitoraí;2016;51;;34;17;
Heitoraí;2017;52;;32;20;
Heitoraí;2018;57;0;35;22;0
Hidrolândia;2000;191;;;;
Hidrolândia;2001;176;;;;
Hidrolândia;2002;165;;65;83;17
Hidrolândia;2003;173;;60;92;21
Hidrolândia;2004;174;;64;96;14
Hidrolândia;2005;172;;66;94;12
Hidrolândia;2006;186;;65;109;12
Hidrolândia;2007;145;;59;89;
Hidrolândia;2008;169;;69;95;11
Hidrolândia;2009;165;;72;93;14
Hidrolândia;2010;163;;72;88;13
Hidrolândia;2011;179;;75;104;11
Hidrolândia;2012;181;;76;105;9
Hidrolândia;2013;182;;74;106;11
Hidrolândia;2014;181;;79;103;11
Hidrolândia;2015;189;16;73;104;4
Hidrolândia;2016;178;16;69;105;
Hidrolândia;2017;207;17;74;127;
Hidrolândia;2018;213;21;77;122;0
Hidrolina;2000;77;;;;
Hidrolina;2001;89;;;;
Hidrolina;2002;80;;58;22;
Hidrolina;2003;75;;53;22;
Hidrolina;2004;72;;50;22;
Hidrolina;2005;68;;47;21;
Hidrolina;2006;63;;43;20;
Hidrolina;2007;61;;42;19;
Hidrolina;2008;54;;29;25;
Hidrolina;2009;55;;34;24;
Hidrolina;2010;55;;32;24;
Hidrolina;2011;60;;33;28;
Hidrolina;2012;43;;27;18;
Hidrolina;2013;43;;26;19;
Hidrolina;2014;43;;28;15;
Hidrolina;2015;43;;27;16;
Hidrolina;2016;39;;25;16;
Hidrolina;2017;36;;22;16;
Hidrolina;2018;38;0;23;15;0
Iaciara;2000;170;;;;
Iaciara;2001;177;;;;
Iaciara;2002;191;;97;84;10
Iaciara;2003;188;;91;85;12
Iaciara;2004;205;;107;84;14
Iaciara;2005;201;;102;76;23
Iaciara;2006;194;;96;80;18
Iaciara;2007;145;;84;66;15
Iaciara;2008;159;;80;74;17
Iaciara;2009;152;;74;77;15
Iaciara;2010;160;;79;85;9
Iaciara;2011;145;;63;76;11
Iaciara;2012;129;;59;63;10
Iaciara;2013;136;;64;74;8
Iaciara;2014;139;;69;70;9
Iaciara;2015;140;;68;77;9
Iaciara;2016;149;;69;85;7
Iaciara;2017;130;;67;72;7
Iaciara;2018;138;17;68;74;7
Inaciolândia;2000;72;;;;
Inaciolândia;2001;76;;;;
Inaciolândia;2002;83;;24;54;5
Inaciolândia;2003;77;;29;44;4
Inaciolândia;2004;96;;30;61;5
Inaciolândia;2005;93;;28;59;6
Inaciolândia;2006;86;;30;50;6
Inaciolândia;2007;76;;31;47;6
Inaciolândia;2008;84;;32;50;5
Inaciolândia;2009;82;;27;52;20
Inaciolândia;2010;74;;25;52;6
Inaciolândia;2011;78;;25;52;7
Inaciolândia;2012;72;;23;50;8
Inaciolândia;2013;77;;22;56;7
Inaciolândia;2014;77;;22;55;7
Inaciolândia;2015;71;;20;50;7
Inaciolândia;2016;77;;22;53;6
Inaciolândia;2017;82;;22;61;6
Inaciolândia;2018;79;0;24;56;6
Indiara;2000;164;;;;
Indiara;2001;154;;;;
Indiara;2002;187;;76;79;32
Indiara;2003;186;;59;83;44
Indiara;2004;169;;54;77;38
Indiara;2005;156;;53;65;38
Indiara;2006;158;;49;70;39
Indiara;2007;127;;48;68;23
Indiara;2008;128;;48;74;19
Indiara;2009;126;;45;81;9
Indiara;2010;149;;45;88;28
Indiara;2011;144;;38;102;18
Indiara;2012;150;;34;112;18
Indiara;2013;151;;33;99;32
Indiara;2014;145;;34;93;26
Indiara;2015;158;;32;107;27
Indiara;2016;154;;30;108;22
Indiara;2017;134;;26;109;3
Indiara;2018;122;2;30;96;1
Inhumas;2000;668;;;;
Inhumas;2001;664;;;;
Inhumas;2002;723;;315;184;224
Inhumas;2003;706;;296;200;210
Inhumas;2004;683;;292;204;187
Inhumas;2005;658;;275;209;174
Inhumas;2006;706;;290;249;167
Inhumas;2007;578;13;259;221;132
Inhumas;2008;589;28;229;215;151
Inhumas;2009;582;34;221;211;156
Inhumas;2010;598;42;191;249;159
Inhumas;2011;626;52;183;262;165
Inhumas;2012;611;55;160;261;167
Inhumas;2013;647;57;170;302;156
Inhumas;2014;618;60;177;262;157
Inhumas;2015;577;54;161;249;146
Inhumas;2016;609;43;173;267;157
Inhumas;2017;570;56;177;220;136
Inhumas;2018;600;69;184;244;134
Ipameri;2000;405;;;;
Ipameri;2001;423;;;;
Ipameri;2002;435;;216;116;103
Ipameri;2003;427;;187;123;117
Ipameri;2004;417;;161;129;127
Ipameri;2005;404;;153;139;112
Ipameri;2006;411;;137;156;118
Ipameri;2007;332;;124;192;64
Ipameri;2008;331;;119;199;52
Ipameri;2009;329;;121;192;61
Ipameri;2010;346;;126;204;66
Ipameri;2011;354;;126;205;70
Ipameri;2012;334;;107;205;67
Ipameri;2013;305;;99;197;52
Ipameri;2014;336;;111;193;81
Ipameri;2015;326;13;85;194;67
Ipameri;2016;326;19;92;170;72
Ipameri;2017;320;18;102;161;65
Ipameri;2018;323;56;105;162;67
Ipiranga de Goiás;2000;;;;;
Ipiranga de Goiás;2001;38;;;;
Ipiranga de Goiás;2002;57;;39;18;
Ipiranga de Goiás;2003;43;;14;29;
Ipiranga de Goiás;2004;40;;17;23;
Ipiranga de Goiás;2005;41;;12;29;
Ipiranga de Goiás;2006;40;;12;28;
Ipiranga de Goiás;2007;31;;8;23;
Ipiranga de Goiás;2008;31;;10;21;
Ipiranga de Goiás;2009;28;;11;21;
Ipiranga de Goiás;2010;30;;12;21;
Ipiranga de Goiás;2011;27;;9;20;
Ipiranga de Goiás;2012;26;;9;19;
Ipiranga de Goiás;2013;30;;10;22;
Ipiranga de Goiás;2014;32;;11;23;
Ipiranga de Goiás;2015;33;;11;25;
Ipiranga de Goiás;2016;32;;11;24;
Ipiranga de Goiás;2017;35;;10;25;
Ipiranga de Goiás;2018;34;8;12;24;0
Iporá;2000;484;;;;
Iporá;2001;456;;;;
Iporá;2002;475;;335;61;79
Iporá;2003;499;;300;118;81
Iporá;2004;500;;283;87;130
Iporá;2005;489;;289;114;86
Iporá;2006;503;;292;115;96
Iporá;2007;287;;223;39;42
Iporá;2008;355;;224;97;54
Iporá;2009;385;;216;103;91
Iporá;2010;371;;212;99;90
Iporá;2011;405;25;198;110;95
Iporá;2012;397;34;172;107;101
Iporá;2013;394;33;175;103;106
Iporá;2014;398;51;164;95;110
Iporá;2015;449;80;165;102;122
Iporá;2016;422;61;165;104;114
Iporá;2017;413;49;161;122;103
Iporá;2018;449;61;177;128;106
Israelândia;2000;58;;;;
Israelândia;2001;60;;;;
Israelândia;2002;57;;38;19;
Israelândia;2003;47;;29;18;
Israelândia;2004;49;;35;14;
Israelândia;2005;41;;27;14;
Israelândia;2006;41;;26;15;
Israelândia;2007;39;;25;16;
Israelândia;2008;30;;21;13;
Israelândia;2009;35;;19;20;
Israelândia;2010;34;;16;22;
Israelândia;2011;37;;17;23;
Israelândia;2012;29;;14;18;
Israelândia;2013;29;;17;15;
Israelândia;2014;27;;16;12;
Israelândia;2015;29;;18;13;
Israelândia;2016;28;;17;13;
Israelândia;2017;29;;17;14;
Israelândia;2018;29;0;17;13;0
Itaberaí;2000;358;;;;
Itaberaí;2001;338;;;;
Itaberaí;2002;388;;203;123;62
Itaberaí;2003;368;;194;105;69
Itaberaí;2004;353;;176;109;68
Itaberaí;2005;354;;143;116;95
Itaberaí;2006;324;;153;123;48
Itaberaí;2007;283;;129;101;66
Itaberaí;2008;359;;149;142;93
Itaberaí;2009;371;;140;173;89
Itaberaí;2010;354;;140;175;64
Itaberaí;2011;403;;145;216;71
Itaberaí;2012;385;;131;209;70
Itaberaí;2013;365;;119;201;73
Itaberaí;2014;344;;121;182;72
Itaberaí;2015;356;;103;205;74
Itaberaí;2016;331;;111;166;78
Itaberaí;2017;352;;117;176;83
Itaberaí;2018;355;26;118;173;86
Itaguari;2000;60;;;;
Itaguari;2001;71;;;;
Itaguari;2002;67;;39;23;5
Itaguari;2003;64;;32;23;9
Itaguari;2004;61;;30;22;9
Itaguari;2005;49;;26;23;
Itaguari;2006;51;;28;23;
Itaguari;2007;49;;25;25;
Itaguari;2008;58;;28;31;
Itaguari;2009;55;;26;29;
Itaguari;2010;53;;25;30;
Itaguari;2011;53;;26;30;
Itaguari;2012;55;;26;30;
Itaguari;2013;57;;27;32;
Itaguari;2014;55;;25;31;
Itaguari;2015;59;;27;33;
Itaguari;2016;63;;32;31;
Itaguari;2017;61;;31;30;
