Localidade;Ano;Cursos Presenciais Federal;na Educação de Jovens a Adultos Estadual;Educação de Jovens a Adultos Federal;Cursos Presenciais Estadual;Educação de Jovens a Adultos Municipal;Cursos Presenciais Municipal;Cursos Presenciais Particular;Educação de Jovens a Adultos Particular;Cursos Presenciais Comunitária/Confessional/Filantrópica;Educação profissional Estadual;Educação profissional Federal;Educação profissional Municipal;Educação profissional Particular;Ensino Médio Estadual;Ensino Médio Federal;Ensino Médio Municipal;Ensino Médio Particular
Araguapaz;2014;;;;;;;;;;;;;;250;;;
Araguapaz;2015;;;;;68;;;;;;;;;231;;;
Araguapaz;2016;;;;;55;;;;;;;;;215;;;
Araguapaz;2017;;;;;73;;;;;;;;;187;;;
Araguapaz;2018;;0;0;;57;;;0;;0;0;0;0;241;0;0;0
Arenópolis;2002;;;;;91;;;;;;;;;134;;;
Arenópolis;2003;;;;;73;;;;;;;;;135;;;
Arenópolis;2004;;;;;107;;;;;;;;;127;;;
Arenópolis;2005;;;;;84;;;;;;;;;153;;;
Arenópolis;2006;;;;;87;;;;;;;;;116;;;
Arenópolis;2007;;;;;74;;;;;;;;;129;;;
Arenópolis;2008;;;;;70;;;;;;;;;120;;;
Arenópolis;2009;;;;;64;;;;;;;;;137;;;
Arenópolis;2010;; ; ;;64;;; ;; ; ; ; ;109; ; ; 
Arenópolis;2011;;;;;43;;;;;;;;;111;;;
Arenópolis;2012;;;;;28;;;;;;;;;103;;;
Arenópolis;2013;;;;;49;;;;;;;;;102;;;
Arenópolis;2014;;;;;33;;;;;;;;;91;;;
Arenópolis;2015;;;;;52;;;;;;;;;81;;;
Arenópolis;2016;;;;;37;;;;;;;;;76;;;
Arenópolis;2017;;10;;;60;;;;;;;;;79;;;
Arenópolis;2018;;12;0;;41;;;0;;0;0;0;0;87;0;0;0
Aruanã;2002;;;;107;;;;;;;;;;276;;;
Aruanã;2003;;;;105;;;;;;;;;;290;;;
Aruanã;2004;;;;151;;;;;;;;;;287;;;
Aruanã;2005;;14;;146;;;;;;;;;;281;;;
Aruanã;2006;;15;;81;;;;;;;;;;301;;;
Aruanã;2007;;;;88;;;;;;;;;;268;;;
Aruanã;2008;;4;;32;;;;;;;;;;254;;;
Aruanã;2009;;39;;32;;;;;;;;;;269;;;
Aruanã;2010;;31; ;; ;;; ;; ; ; ; ;294; ; ; 
Aruanã;2011;;19;;;;;;;;;;;;308;;;
Aruanã;2012;;40;;;;;;;;;;;;318;;;
Aruanã;2013;;43;;;;;;84;;;;;;259;;;
Aruanã;2014;;52;;;;;;166;;;;;;278;;;
Aruanã;2015;;58;;;;;;;;;;;;268;;;
Aruanã;2016;;87;;;;;;;;;;;;260;;;
Aruanã;2017;;93;;;;;;;;;;;;239;;;
Aruanã;2018;;64;0;;0;;;0;;0;0;0;0;294;0;0;0
Aurilândia;2002;;20;;;;;;;;;;;;242;;;
Aurilândia;2003;;23;;;;;;;;;;;;264;;;
Aurilândia;2004;;14;;;;;;;;;;;;260;;;
Aurilândia;2005;;;;;;;;;;;;;;236;;;
Aurilândia;2006;;;;;;;;;;;;;;193;;;
Aurilândia;2007;;;;;;;;;;;;;;178;;;
Aurilândia;2008;;;;;;;;;;;;;;185;;;
Aurilândia;2009;;;;;;;;;;;;;;179;;;
Aurilândia;2010;; ; ;; ;;; ;; ; ; ; ;173; ; ; 
Aurilândia;2011;;;;;;;;;;;;;;156;;;
Aurilândia;2012;;;;;;;;;;;;;;135;;;
Aurilândia;2013;;;;;;;;;;;;;;126;;;
Aurilândia;2014;;;;;;;;;;;;;;97;;;
Aurilândia;2015;;;;;;;;;;;;;;102;;;
Aurilândia;2016;;;;;;;;;;;;;;71;;;
Aurilândia;2017;;27;;;;;;;;;;;;48;;;
Aurilândia;2018;;25;0;;0;;;0;;0;0;0;0;41;0;0;0
Avelinópolis;2002;;;;;;;;;;;;;;205;;;
Avelinópolis;2003;;;;;;;;;;;;;;215;;;
Avelinópolis;2004;;;;;;;;;;;;;;249;;;
Avelinópolis;2005;;;;;;;;;;;;;;160;;;
Avelinópolis;2006;;;;;;;;;;;;;;132;;;
Avelinópolis;2007;;;;;;;;;;;;;;115;;;
Avelinópolis;2008;;;;;;;;;;;;;;126;;;
Avelinópolis;2009;;;;;;;;;;;;;;143;;;
Avelinópolis;2010;; ; ;;35;;; ;; ; ; ; ;120; ; ; 
Avelinópolis;2011;;;;;26;;;;;;;;;110;;;
Avelinópolis;2012;;;;;18;;;;;;;;;103;;;
Avelinópolis;2013;;;;;14;;;;;;;;;90;;;
Avelinópolis;2014;;;;;34;;;;;;;;;95;;;
Avelinópolis;2015;;;;;30;;;;;;;;;103;;;
Avelinópolis;2016;;;;;;;;;;;;;;104;;;
Avelinópolis;2017;;15;;;24;;;;;;;;;109;;;
Avelinópolis;2018;;45;0;;12;;;0;;0;0;0;0;88;0;0;0
Baliza;2002;;;;;25;;;;;;;;;117;;;
Baliza;2003;;;;;30;;;;;;;;;87;;;
Baliza;2004;;;;;9;;;;;;;;;107;;;
Baliza;2005;;;;;;;;;;;;;;113;;;
Baliza;2006;;;;;;;;;;;;;;144;;;
Baliza;2007;;;;;;;;;;;;;;159;;;
Baliza;2008;;;;;;;;;;;;;;136;;;
Baliza;2009;;;;;;;;;;;;;;165;;;
Baliza;2010;; ; ;; ;;; ;; ; ; ; ;180; ; ; 
Baliza;2011;;;;;;;;;;;;;;145;;;
Baliza;2012;;;;;;;;;;;;;;142;;;
Baliza;2013;;;;;;;;;;;;;;143;;;
Baliza;2014;;;;;;;;;;;;;;117;;;
Baliza;2015;;;;;;;;;;;;;;118;;;
Baliza;2016;;;;;;;;;;;;;;120;;;
Baliza;2017;;16;;;;;;;;;;;;106;;;
Baliza;2018;;14;0;;0;;;0;;0;0;0;0;95;0;0;0
Barro Alto;2002;;284;;;192;;;;;;;;;344;;;
Barro Alto;2003;;244;;;265;;;;;;;;;358;;;
Barro Alto;2004;;241;;;157;;;;;;;;;334;;;
Barro Alto;2005;;220;;;100;;;;;;;;;360;;;
Barro Alto;2006;;152;;;98;;;;;;;;;364;;;
Barro Alto;2007;;155;;;102;;;;;;;;;392;;;
Barro Alto;2008;;119;;;34;;;;;;;;;466;;;
Barro Alto;2009;;65;;;22;;;;;;;;;439;;;
Barro Alto;2010;;9; ;;29;;; ;; ; ; ; ;482; ; ; 
Barro Alto;2011;;;;;23;;;;;;;;;450;;;
Barro Alto;2012;;;;;22;;;;;;;;;445;;;
Barro Alto;2013;;;;;38;;;269;;;;;;403;;;
Barro Alto;2014;;;;;66;;;292;;;;;;332;;;
Barro Alto;2015;;;;;37;;;252;;;;;;359;;;
Barro Alto;2016;;;;;65;;;180;;;;;;341;;;
Barro Alto;2017;;50;;;42;;;167;;;;;;307;;;
Barro Alto;2018;;51;0;;71;;;134;;0;0;0;0;368;0;0;0
Bela Vista de Goiás;2002;;;;;;;;393;;;;;;507;;;87
Bela Vista de Goiás;2003;;;;;;;;392;;;;;;532;;;84
Bela Vista de Goiás;2004;;526;;;;;;148;;;;;;587;;;105
Bela Vista de Goiás;2005;;483;;;;;;99;;;;;;563;;;114
Bela Vista de Goiás;2006;;428;;;;;;;;;;;;748;;;120
Bela Vista de Goiás;2007;;154;;;;;;;;;;;;842;;;43
Bela Vista de Goiás;2008;;276;;;;;;;;;;;;824;;;47
Bela Vista de Goiás;2009;;253;;;;;;;;;;;;798;;;46
Bela Vista de Goiás;2010;;246; ;; ;;; ;; ; ; ; ;781; ; ;50
Bela Vista de Goiás;2011;;116;;;17;;;;;;;;;797;;;97
Bela Vista de Goiás;2012;;101;;;16;;;;;;;;;745;;;132
Bela Vista de Goiás;2013;;73;;;29;;;;;;;;;785;;;119
Bela Vista de Goiás;2014;;84;;;14;;;;;;;;;832;;;102
Bela Vista de Goiás;2015;;125;;;28;;;;;;;;;900;;;112
Bela Vista de Goiás;2016;;193;;;33;;;;;;;;;921;;;123
Bela Vista de Goiás;2017;;189;;;31;;;;;;;;;729;;;167
Bela Vista de Goiás;2018;;262;0;;18;;;0;;0;0;0;0;806;0;0;161
Bom Jardim de Goiás;2002;;233;;;53;;;;;;;;;349;;;
Bom Jardim de Goiás;2003;;294;;;60;;;;;;;;;304;;;
Bom Jardim de Goiás;2004;;259;;;49;;;;;;;;;318;;;
Bom Jardim de Goiás;2005;;184;;;36;;;;;;;;;270;;;
Bom Jardim de Goiás;2006;;158;;;24;;;;;;;;;317;;;
Bom Jardim de Goiás;2007;;116;;;16;;;;;;;;;291;;;
Bom Jardim de Goiás;2008;;88;;;26;;;;;;;;;318;;;
Bom Jardim de Goiás;2009;;101;;;;;;;;;;;;307;;;
Bom Jardim de Goiás;2010;;73; ;; ;;; ;; ; ; ; ;349; ; ; 
Bom Jardim de Goiás;2011;;33;;;;;;;;;;;;302;;;
Bom Jardim de Goiás;2012;;58;;;;;;;;;;;;313;;;
Bom Jardim de Goiás;2013;;48;;;;;;;;;;;;271;;;
Bom Jardim de Goiás;2014;;61;;;;;;;;;;;;299;;;
Bom Jardim de Goiás;2015;;55;;;;;;;;;;;;294;;;
Bom Jardim de Goiás;2016;;70;;;;;;;;;;;;255;;;
Bom Jardim de Goiás;2017;;83;;;;;;;;;;;;235;;;
Bom Jardim de Goiás;2018;;103;0;;0;;;0;;0;0;0;0;226;0;0;0
Bom Jesus de Goiás;2002;;;;;739;;;150;;;;;;630;;;23
Bom Jesus de Goiás;2003;;179;;;789;;;134;;;;;;603;;;29
Bom Jesus de Goiás;2004;;347;;;706;;;101;;;;;;628;;;26
Bom Jesus de Goiás;2005;;265;;;728;;;;;;;;;715;;;33
Bom Jesus de Goiás;2006;;271;;;773;;;;;;;;;769;;;33
Bom Jesus de Goiás;2007;;180;;;606;;;;;;;;;789;;;29
Bom Jesus de Goiás;2008;;134;;;381;;;;;;;;;624;;;49
Bom Jesus de Goiás;2009;;88;;;255;;;;;;;;;769;;;54
Bom Jesus de Goiás;2010;;81; ;;258;;; ;; ; ; ; ;771; ; ;64
Bom Jesus de Goiás;2011;;86;;;247;;;;;;;;;631;;;60
Bom Jesus de Goiás;2012;;128;;;410;;;;;;;;;630;;;53
Bom Jesus de Goiás;2013;;98;;;294;;;;;;;;;611;;;45
Bom Jesus de Goiás;2014;;84;;;283;;;;;;;;;638;;;45
Bom Jesus de Goiás;2015;;119;;;185;;;;;;;;;661;;;35
Bom Jesus de Goiás;2016;;114;;;270;;;;;;;;;650;;;34
Bom Jesus de Goiás;2017;;179;;;235;;;;;;;;;627;;;16
Bom Jesus de Goiás;2018;;215;0;;256;;;0;;0;0;0;0;673;0;0;29
Bonfinópolis;2002;;;;;;;;;;;;;;236;;;
Bonfinópolis;2003;;;;;60;;;;;;;;;289;;;
Bonfinópolis;2004;;;;;54;;;;;;;;;300;;;
Bonfinópolis;2005;;;;;65;;;;;;;;;317;;;
Bonfinópolis;2006;;27;;;41;;;;;;;;;349;;;
Bonfinópolis;2007;;87;;;44;;;;;;;;;297;;;
Bonfinópolis;2008;;140;;;53;;;;;;;;;284;;;
Bonfinópolis;2009;;132;;;36;;;;;;;;;304;;;
Bonfinópolis;2010;;126; ;;38;;; ;; ; ; ; ;304; ; ; 
Bonfinópolis;2011;;67;;;22;;;;;;;;;296;;;
Bonfinópolis;2012;;61;;;35;;;;;;;;;351;;;
Bonfinópolis;2013;;108;;;21;;;;;;;;;353;;;
Bonfinópolis;2014;;96;;;10;;;;;;;;;332;;;
Bonfinópolis;2015;;71;;;34;;;;;;;;;313;;;
Bonfinópolis;2016;;51;;;35;;;;;;;;;343;;;
Bonfinópolis;2017;;103;;;14;;;;;;;;;316;;;
Bonfinópolis;2018;;107;0;;9;;;0;;0;0;0;0;334;0;0;0
Bonópolis;2002;;;;;;;;;;;;;;119;;;
Bonópolis;2003;;;;;69;;;;;;;;;118;;;
Bonópolis;2004;;;;;92;;;;;;;;;147;;;
Bonópolis;2005;;;;;68;;;;;;;;;191;;;
Bonópolis;2006;;;;;68;;;;;;;;;235;;;
Bonópolis;2007;;;;;93;;;;;;;;;210;;;
Bonópolis;2008;;;;;70;;;;;;;;;200;;;
Bonópolis;2009;;;;;76;;;;;;;;;232;;;
Bonópolis;2010;; ; ;;67;;; ;; ; ; ; ;227; ; ; 
Bonópolis;2011;;;;;67;;;;;;;;;203;;;
Bonópolis;2012;;;;;47;;;;;;;;;150;;;
Bonópolis;2013;;;;;62;;;;;;;;;145;;;
Bonópolis;2014;;;;;;;;;;;;;;152;;;
Bonópolis;2015;;;;;;;;;;;;;;139;;;
Bonópolis;2016;;;;;;;;;;;;;;168;;;
Bonópolis;2017;;4;;;;;;;;;;;;137;;;
Bonópolis;2018;;11;0;;0;;;0;;0;0;0;0;132;0;0;0
Brazabrantes;2002;;;;;;;;;;;;;;79;;;
Brazabrantes;2003;;;;;;;;;;;;;;101;;;
Brazabrantes;2004;;;;;;;;;;;;;;117;;;
Brazabrantes;2005;;;;;;;;;;;;;;132;;;
Brazabrantes;2006;;;;;;;;;;;;;;171;;;
Brazabrantes;2007;;;;;;;;;;;;;;128;;;
Brazabrantes;2008;;;;;;;;;;;;;;117;;;
Brazabrantes;2009;;;;;;;;;;;;;;113;;;
Brazabrantes;2010;; ; ;; ;;; ;; ; ; ; ;146; ; ; 
Brazabrantes;2011;;;;;;;;;;;;;;125;;;
Brazabrantes;2012;;;;;;;;;;;;;;99;;;
Brazabrantes;2013;;;;;;;;;;;;;;89;;;
Brazabrantes;2014;;;;;;;;;;;;;;99;;;
Brazabrantes;2015;;;;;;;;;;;;;;123;;;
Brazabrantes;2016;;;;;;;;;;;;;;113;;;
Brazabrantes;2017;;14;;;;;;;;;;;;108;;;
Brazabrantes;2018;;17;0;;0;;;0;;0;0;0;0;113;0;0;0
Britânia;2002;;;;;44;;;;;;;;;330;;;
Britânia;2003;;;;;74;;;;;;;;;299;;;
Britânia;2004;;;;;69;;;;;;;;;287;;;
Britânia;2005;;;;;55;;;;;;;;;277;;;
Britânia;2006;;;;;33;;;;;;;;;315;;;
Britânia;2007;;;;;40;;;;;;;;;259;;;
Britânia;2008;;;;;40;;;;;;;;;325;;;
Britânia;2009;;;;;40;;;;;;;;;308;;;
Britânia;2010;; ; ;;48;;; ;; ; ; ; ;280; ; ; 
Britânia;2011;;;;;34;;;;;;;;;266;;;
Britânia;2012;;;;;13;;;;;;;;;252;;;
Britânia;2013;;;;;26;;;;;;;;;224;;;
Britânia;2014;;;;;21;;;;;;;;;221;;;
Britânia;2015;;;;;10;;;;;;;;;243;;;
Britânia;2016;;;;;11;;;;;;;;;232;;;
Britânia;2017;;23;;;16;;;;;;;;;226;;;
Britânia;2018;;27;0;;11;;;0;;0;0;0;0;234;0;0;0
Buriti Alegre;2002;;142;;;;;;;;;;;;312;;;23
Buriti Alegre;2003;;241;;;;;;;;;;;;290;;;33
Buriti Alegre;2004;;289;;;;;;;;;;;;304;;;31
Buriti Alegre;2005;;265;;;;;;;;;;;;283;;;35
Buriti Alegre;2006;;264;;;;;;;;;;;;332;;;37
Buriti Alegre;2007;;142;;;;;;;;;;;;317;;;27
Buriti Alegre;2008;;175;;;;;;;;;;;;277;;;27
Buriti Alegre;2009;;135;;;;;;;;;;;;293;;;26
Buriti Alegre;2010;;137; ;; ;;; ;; ; ; ; ;320; ; ;26
Buriti Alegre;2011;;76;;;;;;;;;;;;360;;;
Buriti Alegre;2012;;70;;;;;;;;;;;;284;;;
Buriti Alegre;2013;;61;;;;;;;;;;;;260;;;
Buriti Alegre;2014;;59;;;;;;;;;;;;268;;;
Buriti Alegre;2015;;57;;;;;;;;;;;;335;;;
Buriti Alegre;2016;;110;;;;;;;;;;;;343;;;
Buriti Alegre;2017;;110;;;;;;;;;;;;302;;;
Buriti Alegre;2018;;93;0;;0;;;0;;0;0;0;0;285;0;0;0
Buriti de Goiás;2002;;;;;;;;;;;;;;149;;;
Buriti de Goiás;2003;;;;;12;;;;;;;;;156;;;
Buriti de Goiás;2004;;;;;11;;;;;;;;;155;;;
Buriti de Goiás;2005;;;;;;;;;;;;;;142;;;
Buriti de Goiás;2006;;;;;;;;;;;;;;162;;;
Buriti de Goiás;2007;;;;;;;;;;;;;;142;;;
Buriti de Goiás;2008;;;;;;;;;;;;;;132;;;
Buriti de Goiás;2009;;;;;;;;;;;;;;136;;;
Buriti de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;122; ; ; 
Buriti de Goiás;2011;;;;;;;;;;;;;;117;;;
Buriti de Goiás;2012;;;;;;;;;;;;;;103;;;
Buriti de Goiás;2013;;;;;;;;;;;;;;106;;;
Buriti de Goiás;2014;;;;;;;;;;;;;;125;;;
Buriti de Goiás;2015;;;;;;;;;;;;;;139;;;
Buriti de Goiás;2016;;;;;;;;;;;;;;117;;;
Buriti de Goiás;2017;;8;;;;;;;;;;;;95;;;
Buriti de Goiás;2018;;13;0;;0;;;0;;0;0;0;0;99;0;0;0
Buritinópolis;2002;;162;;;;;;;;;;;;130;;;
Buritinópolis;2003;;164;;;;;;;;;;;;152;;;
Buritinópolis;2004;;158;;;;;;;;;;;;180;;;
Buritinópolis;2005;;107;;;;;;;;;;;;183;;;
Buritinópolis;2006;;56;;;;;;;;;;;;191;;;
Buritinópolis;2007;;29;;;;;;;;;;;;198;;;
Buritinópolis;2008;;23;;;36;;;;;;;;;210;;;
Buritinópolis;2009;;;;;25;;;;;;;;;194;;;
Buritinópolis;2010;; ; ;; ;;; ;; ; ; ; ;194; ; ; 
Buritinópolis;2011;;;;;;;;;;;;;;189;;;
Buritinópolis;2012;;;;;;;;;;;;;;208;;;
Buritinópolis;2013;;;;;;;;;;;;;;170;;;
Buritinópolis;2014;;;;;;;;;;;;;;135;;;
Buritinópolis;2015;;;;;;;;;;;;;;133;;;
Buritinópolis;2016;;;;;;;;;;;;;;162;;;
Buritinópolis;2017;;26;;;;;;;;;;;;122;;;
Buritinópolis;2018;;29;0;;0;;;0;;0;0;0;0;130;0;0;0
Cabeceiras;2002;;145;;;93;;;;;;;;;490;;;
Cabeceiras;2003;;228;;;84;;;;;;;;;424;;;
Cabeceiras;2004;;238;;;61;;;;;;;;;318;;;
Cabeceiras;2005;;226;;;87;;;;;;;;;349;;;
Cabeceiras;2006;;148;;;55;;;;;;;;;367;;;
Cabeceiras;2007;;103;;;38;;;;;;;;;327;;;
Cabeceiras;2008;;67;;;98;;;;;;;;;345;;;
Cabeceiras;2009;;49;;;85;;;;;;;;;343;;;
Cabeceiras;2010;;51; ;;32;;; ;; ; ; ; ;364; ; ; 
Cabeceiras;2011;;98;;;;;;;;;;;;336;;;
Cabeceiras;2012;;94;;;;;;;;;;;;260;;;
Cabeceiras;2013;;47;;;;;;;;;;;;264;;;
Cabeceiras;2014;;75;;;;;;;;;;;;275;;;
Cabeceiras;2015;;73;;;;;;;;;;;;347;;;
Cabeceiras;2016;;81;;;;;;;;;;;;347;;;
Cabeceiras;2017;;93;;;;;;;;;;;;326;;;
Cabeceiras;2018;;92;0;;0;;;0;;0;0;0;0;301;0;0;0
Cachoeira Alta;2002;;405;;;;;;;;;;;;346;;;
Cachoeira Alta;2003;;365;;;;;;;;;;;;269;;;
Cachoeira Alta;2004;;306;;;;;;;;;;;;229;;;
Cachoeira Alta;2005;;225;;;;;;;;;;;;208;;;
Cachoeira Alta;2006;;246;;;;;;;;;;;;234;;;
Cachoeira Alta;2007;;161;;;;;;;;;;;;293;;;
Cachoeira Alta;2008;;107;;;;;;;;;;;;317;;;
Cachoeira Alta;2009;;89;;;;;;;;;;;;280;;;
Cachoeira Alta;2010;;99; ;; ;;; ;; ; ; ; ;290; ; ; 
Cachoeira Alta;2011;;120;;;;;;;;;;;;269;;;
Cachoeira Alta;2012;;142;;;;;;;;;;;;256;;;
Cachoeira Alta;2013;;109;;;65;;;;;;;;;289;;;
Cachoeira Alta;2014;;126;;;35;;;;;;;;;308;;;
Cachoeira Alta;2015;;109;;;23;;;;;;;;;307;;;
Cachoeira Alta;2016;;90;;;32;;;;;;;;;344;;;
Cachoeira Alta;2017;;165;;;46;;;;;;;;;323;;;
Cachoeira Alta;2018;;162;0;;22;;;0;;0;0;0;0;368;0;0;0
Cachoeira de Goiás;2002;;;;;;;;;;;;;;62;;;
Cachoeira de Goiás;2003;;;;;;;;;;;;;;71;;;
Cachoeira de Goiás;2004;;;;;;;;;;;;;;110;;;
Cachoeira de Goiás;2005;;;;;;;;;;;;;;98;;;
Cachoeira de Goiás;2006;;;;;;;;;;;;;;81;;;
Cachoeira de Goiás;2007;;;;;;;;;;;;;;52;;;
Cachoeira de Goiás;2008;;;;;;;;;;;;;;62;;;
Cachoeira de Goiás;2009;;;;;;;;;;;;;;60;;;
Cachoeira de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;62; ; ; 
Cachoeira de Goiás;2011;;;;;;;;;;;;;;68;;;
Cachoeira de Goiás;2012;;;;;;;;;;;;;;61;;;
Cachoeira de Goiás;2013;;;;;;;;;;;;;;52;;;
Cachoeira de Goiás;2014;;;;;;;;;;;;;;73;;;
Cachoeira de Goiás;2015;;;;;;;;;;;;;;70;;;
Cachoeira de Goiás;2016;;;;;;;;;;;;;;63;;;
Cachoeira de Goiás;2017;;;;;;;;;;;;;;56;;;
Cachoeira de Goiás;2018;;0;0;;0;;;0;;0;0;0;0;53;0;0;0
Cachoeira Dourada;2002;;;;;434;;;;;;;;;289;;;29
Cachoeira Dourada;2003;;73;;;409;;;;;;;;;217;;;48
Cachoeira Dourada;2004;;146;;;244;;;;;;;;;265;;;60
Cachoeira Dourada;2005;;105;;;318;;;;;;;;;293;;;67
Cachoeira Dourada;2006;;139;;;164;;;;;;;;;328;;;56
Cachoeira Dourada;2007;;82;;;96;;;;;;;;;367;;;44
Cachoeira Dourada;2008;;91;;;97;;;;;;;;;339;;;45
Cachoeira Dourada;2009;;25;;;89;;;;;;;;;299;;;62
Cachoeira Dourada;2010;;70; ;;96;;; ;; ; ; ; ;331; ; ;30
Cachoeira Dourada;2011;;31;;;75;;;;;;;;;291;;;12
Cachoeira Dourada;2012;;16;;;44;;;;;;;;;288;;;
Cachoeira Dourada;2013;;26;;;20;;;;;;;;;276;;;
Cachoeira Dourada;2014;;12;;;5;;;;;;;;;279;;;
Cachoeira Dourada;2015;;;;;;;;;;;;;;271;;;
Cachoeira Dourada;2016;;;;;;;;;;;;;;290;;;
Cachoeira Dourada;2017;;16;;;;;;;;;;;;281;;;
Cachoeira Dourada;2018;;17;0;;0;;;0;;0;0;0;0;285;0;0;0
Caçu;2002;;170;;;160;;;;;;;;;400;;;41
Caçu;2003;;113;;;184;;;;;;;;;499;;;66
Caçu;2004;;104;;;127;;;;;;;;;516;;;72
Caçu;2005;;98;;;87;;;;;;;;;494;;;61
Caçu;2006;;103;;;104;;;;;;;;;469;;;35
Caçu;2007;;99;;;84;;;;;;;;;465;;;35
Caçu;2008;;58;;;33;;;;;;;;;395;;;35
Caçu;2009;;53;;;49;;;;;;;;;414;;;44
Caçu;2010;;51; ;;47;;; ;; ; ; ; ;423; ; ;53
Caçu;2011;;61;;;54;;;;;;;;;415;;;58
Caçu;2012;;48;;;48;;;;;;;;;451;;;56
Caçu;2013;;49;;;79;;;;;;;;;388;;;66
Caçu;2014;;62;;;66;;;;;;;;;357;;;43
Caçu;2015;;63;;;62;;;;;;;;;371;;;38
Caçu;2016;;44;;;77;;;;;;;;;302;;;37
Caçu;2017;;38;;;86;;;;;;;;;340;;;28
Caçu;2018;;30;0;;57;;;0;;0;0;0;0;391;0;0;27
Caiapônia;2002;;201;;;62;;;;;;;;;583;;;
Caiapônia;2003;;174;;;51;;;;;;;;;585;;;
Caiapônia;2004;;169;;;;;;;;;;;;701;;;
Caiapônia;2005;;172;;;18;;;;;;;;;705;;;
Caiapônia;2006;;52;;;26;;;;;;;;;745;;;
Caiapônia;2007;;39;;;22;;;;;;;;;629;;;
Caiapônia;2008;;60;;;55;120;;;;;;;;542;;;
Caiapônia;2009;;38;;;20;157;;;;77;;;;552;;;
Caiapônia;2010;;74; ;;28;330;; ;;78; ; ; ;624; ; ; 
Caiapônia;2011;;66;;;27;430;;;;86;;;;554;;;
Caiapônia;2012;;5;;;25;501;;;;36;;;;599;;;
Caiapônia;2013;;17;;;16;536;;;;148;;;;565;;;
Caiapônia;2014;;13;;;22;;;;;47;;;;517;;;
Caiapônia;2015;;20;;;11;;;;;16;;;;533;;;
Caiapônia;2016;;28;;;19;;;;;103;;;;458;;;
Caiapônia;2017;;77;;;14;;;;;26;;;;404;;;
Caiapônia;2018;;110;0;;15;;;0;;491;0;0;0;416;0;0;0
Caldas Novas;2002;;2077;;644;896;;720;43;;;;;;1474;;;405
Caldas Novas;2003;;1590;;588;1103;;969;60;;;;;;1727;;;414
Caldas Novas;2004;;1570;;630;1206;;1381;27;;;;;;1824;;;399
Caldas Novas;2005;;1420;;578;1015;;1512;18;;;;;;1949;;;351
Caldas Novas;2006;;1138;;475;1148;;1136;;;;;;;2293;;;330
Caldas Novas;2007;;1005;;528;1077;;1123;2;;;;;;2456;;;275
Caldas Novas;2008;;736;;645;1053;;1077;;;;;;;2317;;;349
Caldas Novas;2009;;588;;533;649;;873;;;;;;40;2380;;;335
Caldas Novas;2010;;578; ;533;1075;;993; ;; ; ; ;53;2754; ; ;311
Caldas Novas;2011;;437;;515;687;;1036;;;;;;92;2766;;;363
Caldas Novas;2012;;372;;382;1043;;1127;;;;;;;2822;;;439
Caldas Novas;2013;;393;;376;835;;1194;68;;;;;67;2739;;;457
Caldas Novas;2014;;390;;;761;;;71;;;;;278;2550;;;447
Caldas Novas;2015;;374;;;835;;;;;;;;295;2634;;;478
Caldas Novas;2016;;317;;;873;;;;;8;;;220;2533;;;465
Caldas Novas;2017;;311;;;935;;;;;7;;;88;2918;;;320
Caldas Novas;2018;;409;0;;710;;;0;;33;0;0;237;2894;0;0;266
Caldazinha;2002;;;;;123;;;;;;;;;101;;;
Caldazinha;2003;;;;;92;;;;;;;;;130;;;
Caldazinha;2004;;;;;48;;;;;;;;;191;;;
Caldazinha;2005;;;;;17;;;;;;;;;190;;;
Caldazinha;2006;;50;;;48;;;;;;;;;161;;;
Caldazinha;2007;;;;;46;;;;;;;;;189;;;
Caldazinha;2008;;28;;;51;;;;;;;;;163;;;
Caldazinha;2009;;44;;;44;;;;;;;;;151;;;
Caldazinha;2010;;29; ;;15;;; ;; ; ; ; ;128; ; ; 
Caldazinha;2011;;17;;;;;;;;;;;;125;;;
Caldazinha;2012;;16;;;;;;;;;;;;144;;;
Caldazinha;2013;;7;;;;;;;;;;;;141;;;
Caldazinha;2014;;;;;;;;;;;;;;139;;;
Caldazinha;2015;;;;;;;;;;;;;;143;;;
Caldazinha;2016;;;;;;;;;;;;;;148;;;
Caldazinha;2017;;11;;;;;;;;;;;;102;;;
Caldazinha;2018;;24;0;;0;;;0;;0;0;0;0;110;0;0;0
Campestre de Goiás;2002;;;;;76;;;;;;;;;150;;;
Campestre de Goiás;2003;;;;;134;;;;;;;;;154;;;
Campestre de Goiás;2004;;;;;109;;;;;;;;;194;;;
Campestre de Goiás;2005;;;;;80;;;;;;;;;172;;;
Campestre de Goiás;2006;;;;;64;;;;;;;;;153;;;
Campestre de Goiás;2007;;;;;;;;;;;;;;155;;;
Campestre de Goiás;2008;;;;;98;;;;;;;;;128;;;
Campestre de Goiás;2009;;;;;18;;;;;;;;;185;;;
Campestre de Goiás;2010;; ; ;;10;;; ;; ; ; ; ;180; ; ; 
Campestre de Goiás;2011;;;;;;;;;;;;;;165;;;
Campestre de Goiás;2012;;;;;;;;;;;;;;160;;;
Campestre de Goiás;2013;;;;;;;;;;;;;;134;;;
Campestre de Goiás;2014;;;;;;;;;;;;;;123;;;
Campestre de Goiás;2015;;;;;17;;;;;;;;;151;;;
Campestre de Goiás;2016;;;;;27;;;;;;;;;151;;;
