Localidade;Ano;Rendimento Médio;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Córrego do Ouro;2012;929,64;660,73;;;;825,33;1248,18;1108,34;1044,2;
Córrego do Ouro;2013;1028,01;775,72;;;;810,87;1326,74;1246,22;1162,54;
Córrego do Ouro;2014;1145,41;822,48;;;;853,84;1657,35;1338,95;1254,12;
Córrego do Ouro;2015;1241,78;866,38;1240,5;;;880,79;1800,57;1487,77;1326,12;
Córrego do Ouro;2016;1342,49;1004,75;1012;;;1041,03;1772,34;1558,71;1434,1;
Córrego do Ouro;2017;1438,72;1044;1203,57;;;1130,05;1477,6;1811,91;1636,07;
Córrego do Ouro;2018;1491,45;1068,32;1071,5;0;0;1169,75;1370,37;1870,42;1576,02;
Corumbá de Goiás;1999;316,89;;;;;;;;;
Corumbá de Goiás;2000;315,36;;;;;;;;;
Corumbá de Goiás;2001;355,46;;;;;;;;;
Corumbá de Goiás;2002;376,4;;;;;;;;;
Corumbá de Goiás;2003;413,02;;;;;;;;;
Corumbá de Goiás;2004;462,16;;;;;;;;;
Corumbá de Goiás;2005;500,61;;;;;;;;;
Corumbá de Goiás;2006;568,79;;;;;;;;;
Corumbá de Goiás;2007;574,95;;;;;;;;;
Corumbá de Goiás;2008;718,35;;;;;;;;;
Corumbá de Goiás;2009;782,29;;;;;;;;;
Corumbá de Goiás;2010;799,67;831,25;692,35;1731,4;510;751,52;843,82;836,68;720,15;
Corumbá de Goiás;2011;908,58;849,56;679;1697,42;;763,79;905,41;1016,77;802,01;
Corumbá de Goiás;2012;1037,3;865,51;865,54;1804,3;622;837,4;1165,62;1159,94;894,43;
Corumbá de Goiás;2013;1182,58;1306,95;1265,55;3179;678;928,7;1279,8;1315,66;1012,12;
Corumbá de Goiás;2014;1361,36;1267,97;1749,56;1178,41;2172;940,93;1448,87;1557,34;1166,88;
Corumbá de Goiás;2015;1475,56;1544,99;1941,27;1433,14;1576;1038,73;1624,13;1686,21;1313,53;
Corumbá de Goiás;2016;1662,03;1541,83;1243,92;4462,48;1189,28;1088,59;1620,77;2111,42;1488,48;
Corumbá de Goiás;2017;1722,35;1567,02;1539,38;;1648,26;1187,91;1672,43;2097,21;1513,36;
Corumbá de Goiás;2018;1775,97;1431,85;2067,57;0;1057,86;1245,67;1926,4;2250,51;1525,11;
Corumbaíba;1999;328,2;;;;;;;;;
Corumbaíba;2000;386,56;;;;;;;;;
Corumbaíba;2001;422,44;;;;;;;;;
Corumbaíba;2002;462,81;;;;;;;;;
Corumbaíba;2003;549,81;;;;;;;;;
Corumbaíba;2004;599,8;;;;;;;;;
Corumbaíba;2005;694,34;;;;;;;;;
Corumbaíba;2006;747,92;;;;;;;;;
Corumbaíba;2007;803,16;;;;;;;;;
Corumbaíba;2008;919,11;;;;;;;;;
Corumbaíba;2009;974,96;;;;;;;;;
Corumbaíba;2010;1029,69;1130,98;;4269,41;653,44;685,69;1140,34;1048,51;866,93;
Corumbaíba;2011;1129,11;1265,21;844,75;4756,64;743,65;747,48;1149,21;1150,3;960,86;
Corumbaíba;2012;1252,81;1368,86;928,7;2938,89;864,28;845,48;1492,64;1253,32;1093,44;
Corumbaíba;2013;1421,88;1600,12;767,89;3478,02;977,45;969,55;1618,78;1405,9;1157,73;
Corumbaíba;2014;1533,08;1719,49;844,15;3474,79;1269,81;1026,25;2043,37;1431,85;1251,89;
Corumbaíba;2015;1700,25;1815,56;907,75;;1233,66;1138,23;3008,71;1606,63;1434,07;
Corumbaíba;2016;1948,73;2203,43;765,18;;1430;1302,23;2656,71;1732,44;1647,92;
Corumbaíba;2017;1986,95;2115,59;761,36;;1547,39;1335,92;2645,67;1867,45;1865,08;
Corumbaíba;2018;2002,27;2168,25;1310,16;0;1605,9;1341,85;2420,56;1867,84;1723,44;
Cristalina;1999;332,18;;;;;;;;;
Cristalina;2000;368,44;;;;;;;;;
Cristalina;2001;395,69;;;;;;;;;
Cristalina;2002;451,47;;;;;;;;;
Cristalina;2003;533,75;;;;;;;;;
Cristalina;2004;561,79;;;;;;;;;
Cristalina;2005;764,66;;;;;;;;;
Cristalina;2006;682,19;;;;;;;;;
Cristalina;2007;733,87;;;;;;;;;
Cristalina;2008;799,35;;;;;;;;;
Cristalina;2009;913,13;;;;;;;;;
Cristalina;2010;1026,7;1016,29;789,68;3774,66;1151,86;872,06;945,32;1210,67;1033,99;
Cristalina;2011;1135,8;1065,34;1049,47;4465,45;1061,78;987,98;1081,56;1410,2;1115,2;
Cristalina;2012;1348,92;1116,82;1191,65;5667,39;1041,97;1173,48;1293,16;1834,09;1358,8;
Cristalina;2013;1506,93;1206,24;1462,73;1200;1147,35;1324,16;1413,56;1933,58;1548,39;
Cristalina;2014;1648,15;1369,34;1297,93;;1305,67;1421,88;1518,95;2139,35;1713,2;
Cristalina;2015;1818,81;1455,54;1677,88;2712,71;1780,81;1568,42;1639,86;2400,51;1865,24;
Cristalina;2016;1976,09;1661,38;1663,12;4756,86;2094,21;1764,71;1706,29;2787,94;1961,36;
Cristalina;2017;2084,73;1647,59;1715,68;1297,08;1705,5;1926,71;1679,77;2751,77;2177,51;
Cristalina;2018;2144,45;1726,19;1350,75;11707,52;1768,06;2045,46;1747,54;2703,77;2180,86;
Cristianópolis;1999;314,67;;;;;;;;;
Cristianópolis;2000;355,65;;;;;;;;;
Cristianópolis;2001;385,9;;;;;;;;;
Cristianópolis;2002;373,77;;;;;;;;;
Cristianópolis;2003;399,89;;;;;;;;;
Cristianópolis;2004;395,14;;;;;;;;;
Cristianópolis;2005;506,31;;;;;;;;;
Cristianópolis;2006;593,48;;;;;;;;;
Cristianópolis;2007;659,58;;;;;;;;;
Cristianópolis;2008;709,8;;;;;;;;;
Cristianópolis;2009;792,52;;;;;;;;;
Cristianópolis;2010;852,55;623,89;;4904,81;842,57;754,41;749,05;931,82;738,18;
Cristianópolis;2011;913,66;663,49;;5170,05;797,71;786,63;801,99;1032,84;821,04;
Cristianópolis;2012;1146,02;758,65;;6339,84;1824,53;895,96;988,9;1001,42;973,51;
Cristianópolis;2013;1072;1038,02;;7396,88;826,81;1007,17;1028,44;1143,57;1025;
Cristianópolis;2014;1095,45;898,95;;;849,1;1056,48;1162,78;1267,91;852,53;
Cristianópolis;2015;1373,06;1010,78;;;1815,25;1175,12;1664,73;1335,84;1192,77;
Cristianópolis;2016;1601,09;1243,74;;;1639,68;1307,69;2012,53;1641,52;1347,04;
Cristianópolis;2017;1709,37;1162,76;;;1748,75;1400,91;1918,64;1880,5;1480,31;
Cristianópolis;2018;1616,02;1445,55;0;0;2028,82;1371,42;1485,98;1771;1574,98;
Crixás;1999;624,51;;;;;;;;;
Crixás;2000;628,1;;;;;;;;;
Crixás;2001;672,16;;;;;;;;;
Crixás;2002;734,75;;;;;;;;;
Crixás;2003;797,82;;;;;;;;;
Crixás;2004;881,18;;;;;;;;;
Crixás;2005;890,24;;;;;;;;;
Crixás;2006;1027,82;;;;;;;;;
Crixás;2007;1176,11;;;;;;;;;
Crixás;2008;1320,23;;;;;;;;;
Crixás;2009;1477,86;;;;;;;;;
Crixás;2010;1611,24;756,02;2412,67;1482,26;566,67;756,18;1662,41;1045,41;754,21;
Crixás;2011;1829,32;890,05;2602,73;1411,87;626,58;825,08;2121,07;1133,84;839,07;
Crixás;2012;2443,21;1099,79;3544,4;4139,62;622;938,42;2707,2;1399,51;939,49;
Crixás;2013;2492,81;1166;3742,73;5085,31;2016,21;948,94;3083,27;1577,61;1053,58;
Crixás;2014;2246,89;1297,58;3464,84;7903,79;842,06;1023,27;2782,98;1382,81;1133,08;
Crixás;2015;2114,88;1259,03;3842,45;9066,81;394;1080,82;2587,3;990,05;1273,69;
Crixás;2016;2960,9;1622,14;4554,45;17637,91;1021,33;1229,61;2992,04;2172,45;1388,5;
Crixás;2017;2976,23;1756,85;4431,07;;1678,67;1122,41;3447,49;2159,78;1510,54;
Crixás;2018;2945,71;1491,66;4219,21;0;4099,24;1274,42;1839,23;2114,01;1546,64;
Cromínia;1999;230,03;;;;;;;;;
Cromínia;2000;246,55;;;;;;;;;
Cromínia;2001;323,01;;;;;;;;;
Cromínia;2002;335,29;;;;;;;;;
Cromínia;2003;405,85;;;;;;;;;
Cromínia;2004;476,62;;;;;;;;;
Cromínia;2005;503,06;;;;;;;;;
Cromínia;2006;529,39;;;;;;;;;
Cromínia;2007;583,47;;;;;;;;;
Cromínia;2008;690,56;;;;;;;;;
Cromínia;2009;787,75;;;;;;;;;
Cromínia;2010;809,32;730,1;;4374,58;678,62;699,38;744,89;930,32;753,1;
Cromínia;2011;893,23;815,25;;;;746,75;985,7;949,02;890,39;
Cromínia;2012;905,18;707,64;;;684,3;837,99;1042,75;905;1042,34;
Cromínia;2013;984,43;809,01;;;;847,14;1159,57;986,17;1114,11;
Cromínia;2014;1108,08;1379,07;;;1000;1005,27;1329,55;1065,86;1218,41;
Cromínia;2015;1203,41;1814,89;;;;1154,21;1259,35;1101,4;1383,7;
Cromínia;2016;1282,83;915,2;;;;1225,97;1412,93;1241,21;1409,14;
Cromínia;2017;1414,96;937;;;;1312,94;1637,54;1373,11;1536,82;
Cromínia;2018;1470,01;0;0;0;0;1353,38;1695,86;1466,42;1523,56;
Cumari;1999;235,03;;;;;;;;;
Cumari;2000;264,69;;;;;;;;;
Cumari;2001;309,59;;;;;;;;;
Cumari;2002;337,13;;;;;;;;;
Cumari;2003;406,15;;;;;;;;;
Cumari;2004;414,26;;;;;;;;;
Cumari;2005;452,42;;;;;;;;;
Cumari;2006;549,55;;;;;;;;;
Cumari;2007;689,06;;;;;;;;;
Cumari;2008;711,06;;;;;;;;;
Cumari;2009;779,28;;;;;;;;;
Cumari;2010;876,79;598,33;1256,57;;;598,63;825,08;958,08;791,46;
Cumari;2011;971,67;674,58;1425,17;;;790,46;1058,91;1038,81;916,38;
Cumari;2012;1023,83;951,36;1461,02;;;865,97;990,43;1042,35;1004,04;
Cumari;2013;1229,73;1127,19;1393,33;;;781,07;1155,97;1329,83;1188,74;
Cumari;2014;1292,78;793,03;1710,48;;;952,65;1197,47;1398,73;1221,43;
Cumari;2015;1396,86;100,11;1794,4;;;1042,22;1234,45;1558,95;1317,22;
Cumari;2016;1510,79;;1762,91;;;1175,15;1350,75;1630,09;1502,28;
Cumari;2017;1659,01;;1887,79;;;1187,84;1167,88;1839,1;1563,95;
Cumari;2018;1698,74;0;1872,87;0;1358,13;1143,26;1429,83;1888,64;1591,32;
Damianópolis;1999;194,8;;;;;;;;;
Damianópolis;2000;212,66;;;;;;;;;
Damianópolis;2001;241,97;;;;;;;;;
Damianópolis;2002;271,66;;;;;;;;;
Damianópolis;2003;326,27;;;;;;;;;
Damianópolis;2004;362,78;;;;;;;;;
Damianópolis;2005;434,65;;;;;;;;;
Damianópolis;2006;512,64;;;;;;;;;
Damianópolis;2007;552,18;;;;;;;;;
Damianópolis;2008;587,36;;;;;;;;;
Damianópolis;2009;660,51;;;;;;;;;
Damianópolis;2010;688,38;;;;519,46;539,21;949,13;688,55;797,19;
Damianópolis;2011;741,52;;;;550,77;556,33;928;741,3;946,94;
Damianópolis;2012;925;;;;622;644,2;1213,57;933,49;1128,62;
Damianópolis;2013;997,72;;;;;690,52;796,7;1052,63;680,2;
Damianópolis;2014;1052,85;;;;;744,02;1198,23;1084,47;957,58;
Damianópolis;2015;1021,78;;;;;856,24;1022,52;1046,56;1059,91;
Damianópolis;2016;1101,53;;;;;961,91;1202,34;1133,68;957,05;
Damianópolis;2017;1276,34;937;;;;1067,27;1258,49;1314,86;1421,85;
Damianópolis;2018;1395,59;0;0;0;0;1040,38;1114,77;1503,43;1191,45;
Damolândia;1999;344,6;;;;;;;;;
Damolândia;2000;337,85;;;;;;;;;
Damolândia;2001;343,03;;;;;;;;;
Damolândia;2002;406,69;;;;;;;;;
Damolândia;2003;441,18;;;;;;;;;
Damolândia;2004;468,86;;;;;;;;;
Damolândia;2005;484,87;;;;;;;;;
Damolândia;2006;621,54;;;;;;;;;
Damolândia;2007;647,91;;;;;;;;;
Damolândia;2008;662,78;;;;;;;;;
Damolândia;2009;777,26;;;;;;;;;
Damolândia;2010;818,07;587,87;;;967,81;608,83;973,93;966,67;734,19;
Damolândia;2011;912,62;640,51;;;1050,7;685,52;1138,89;1077,42;702,61;
Damolândia;2012;1132,5;750,73;;;1057,38;859,44;1194,04;1355,15;1032,16;
Damolândia;2013;1235,12;840,68;;;;845,44;1386,79;1442,55;1075,37;
Damolândia;2014;1309,57;898,8;;;1161,34;908,99;1422,45;1557,03;1103,88;
Damolândia;2015;1332,24;949,36;;;1284,49;922,35;1465,07;1609,12;1088,91;
Damolândia;2016;1515,95;1116,54;;;1503,02;1639,37;1711;1782,89;1288,98;
Damolândia;2017;1515,69;988,94;;;1548,01;1119,81;1526,27;1784,29;1384,35;
Damolândia;2018;1649,09;1142,06;0;0;1388,87;1193,72;1499,87;1959,97;1324,66;
Davinópolis;1999;265,68;;;;;;;;;
Davinópolis;2000;294,71;;;;;;;;;
Davinópolis;2001;312,7;;;;;;;;;
Davinópolis;2002;364,65;;;;;;;;;
Davinópolis;2003;439,53;;;;;;;;;
Davinópolis;2004;485,57;;;;;;;;;
Davinópolis;2005;468,05;;;;;;;;;
Davinópolis;2006;616,43;;;;;;;;;
Davinópolis;2007;651,26;;;;;;;;;
Davinópolis;2008;781,47;;;;;;;;;
Davinópolis;2009;859,09;;;;;;;;;
Davinópolis;2010;906,24;872,25;1020;;;890,02;732,4;939,96;722,63;
Davinópolis;2011;1048,12;995,09;1088,33;2623,83;2639,68;785,63;1024,13;1002,8;824,28;
Davinópolis;2012;1091,5;885,96;;2832,61;1300,07;761,71;639,76;1142,96;884,34;
Davinópolis;2013;1627,38;1288,37;;4580,38;;952,01;1396,85;1483,94;962,48;
Davinópolis;2014;1716,04;1506,6;;4816,11;;1209,95;1700,34;1451,72;1118,11;
Davinópolis;2015;1774,45;1337,21;;4941,34;;1032,39;1435,28;1587,08;1245,08;
Davinópolis;2016;1954,73;1391,04;;4731,98;;1356,26;1468,62;1585,3;1350,57;
Davinópolis;2017;1902,35;1430,87;;5083,53;;1276,68;1467,65;1726,41;1248,49;
Davinópolis;2018;2223,19;1656,85;0;6850,57;0;1352,32;1742,9;1790,51;1364,46;
Diorama;1999;258,36;;;;;;;;;
Diorama;2000;294,07;;;;;;;;;
Diorama;2001;357,68;;;;;;;;;
Diorama;2002;424,58;;;;;;;;;
Diorama;2003;485,82;;;;;;;;;
Diorama;2004;465,04;;;;;;;;;
Diorama;2005;574,94;;;;;;;;;
Diorama;2006;663,93;;;;;;;;;
Diorama;2007;667,23;;;;;;;;;
Diorama;2008;695,92;;;;;;;;;
Diorama;2009;833,85;;;;;;;;;
Diorama;2010;847,79;798,12;;;;611,88;781,6;885,84;805,98;
Diorama;2011;917,4;1123,43;;;;669,95;750,62;959,26;842,86;
Diorama;2012;1030,34;814,79;;;;865,01;1290,9;1005,5;1116,64;
Diorama;2013;1131,16;616,86;;;;916,42;1129,52;1103,69;1304,88;
Diorama;2014;1165,96;956,73;;;;919,35;1395,25;1080,71;1159,32;
Diorama;2015;1258,53;827,23;;;;1037,88;1384,99;1271,64;1349,54;
Diorama;2016;1383,19;1035,87;;;;1094,28;1302,59;1424,49;1538,29;
Diorama;2017;1574,36;1003,29;;;;1292,61;1295,21;1638,34;1725,57;
Diorama;2018;1703,78;0;0;0;0;1418,39;1250,44;1758,14;1665,12;
Divinópolis de Goiás;1999;221,34;;;;;;;;;
Divinópolis de Goiás;2000;240,92;;;;;;;;;
Divinópolis de Goiás;2001;306,17;;;;;;;;;
Divinópolis de Goiás;2002;402,1;;;;;;;;;
Divinópolis de Goiás;2003;395,34;;;;;;;;;
Divinópolis de Goiás;2004;607,53;;;;;;;;;
Divinópolis de Goiás;2005;461,06;;;;;;;;;
Divinópolis de Goiás;2006;566,23;;;;;;;;;
Divinópolis de Goiás;2007;722,86;;;;;;;;;
Divinópolis de Goiás;2008;734,78;;;;;;;;;
Divinópolis de Goiás;2009;836,02;;;;;;;;;
Divinópolis de Goiás;2010;896,59;651,1;1342,06;;;915,67;1853,87;785,93;647,04;
Divinópolis de Goiás;2011;1007;;1618,4;;;877,98;1133,06;829,79;658,97;
Divinópolis de Goiás;2012;1967,14;;1624,33;;;872,87;2058,16;2435,33;846,21;
Divinópolis de Goiás;2013;1381,53;1675,98;;;1017;1201,85;1567,37;1483,7;1246,62;
Divinópolis de Goiás;2014;1253,55;724;1811,58;;;1006,31;1991,08;1255,27;878,43;
Divinópolis de Goiás;2015;1394,24;;2352,4;;;1132,79;1893,27;1423,97;968,56;
Divinópolis de Goiás;2016;1528,93;880;2819,97;;;1239,88;2041,97;1531,35;1102,66;
Divinópolis de Goiás;2017;1644,67;1874;2973,47;;;1330,99;1710,64;1651,7;1188,18;
Divinópolis de Goiás;2018;1989,11;2016,34;0;0;0;1449,85;2174,53;2292,07;1874,26;
Doverlândia;1999;366,87;;;;;;;;;
Doverlândia;2000;378,21;;;;;;;;;
Doverlândia;2001;410,13;;;;;;;;;
Doverlândia;2002;486,57;;;;;;;;;
Doverlândia;2003;532,82;;;;;;;;;
Doverlândia;2004;565,68;;;;;;;;;
Doverlândia;2005;606,98;;;;;;;;;
Doverlândia;2006;625,38;;;;;;;;;
Doverlândia;2007;697,1;;;;;;;;;
Doverlândia;2008;748,96;;;;;;;;;
Doverlândia;2009;807,61;;;;;;;;;
Doverlândia;2010;893,3;1100,84;;2985,75;;737,04;1276,41;860,41;867,63;
Doverlândia;2011;985,7;1270,41;;3430,17;;844,02;1400,73;933,7;967,89;
Doverlândia;2012;1186,23;1575,27;444,28;;;1007,23;1509,34;1191,62;1128,69;
Doverlândia;2013;1519,78;1649,57;;;3050,15;925,38;1356,28;1354,97;1214,51;
Doverlândia;2014;1374,93;1791,59;;;1086;1158,16;1742,53;1290,13;1386,22;
Doverlândia;2015;1555,88;1939,45;;;;1198,45;1846,16;1650,82;1487,7;
Doverlândia;2016;1683,17;2092,57;;;;1280,09;2323,29;1747,68;1583,77;
Doverlândia;2017;1848,49;2129,69;;;;1402,04;2097,09;1998,81;1763,92;
Doverlândia;2018;2209,16;3574,52;0;0;0;1675,09;2042,84;2069,73;1528,42;
Edealina;1999;265,59;;;;;;;;;
Edealina;2000;292,5;;;;;;;;;
Edealina;2001;327,22;;;;;;;;;
Edealina;2002;372,08;;;;;;;;;
Edealina;2003;412,34;;;;;;;;;
Edealina;2004;432,92;;;;;;;;;
Edealina;2005;526,7;;;;;;;;;
Edealina;2006;630,32;;;;;;;;;
Edealina;2007;709,89;;;;;;;;;
Edealina;2008;720,48;;;;;;;;;
Edealina;2009;834,34;;;;;;;;;
Edealina;2010;905,91;1079,57;;;;670,73;1079,09;935,79;834,64;
Edealina;2011;1066,97;1747,56;;;;730,04;991,47;1008,52;924,75;
Edealina;2012;1149,1;3981,5;;;;838,47;1384,23;1107,39;1154,19;
Edealina;2013;1983,7;2546,66;;5753,14;1140,01;1042,72;1638,12;1538,15;1340,36;
Edealina;2014;2014,42;2775,68;;;2446,13;1002,41;1369,56;1643,85;1373,64;
Edealina;2015;2641,32;3340,93;;;3986,76;1212,52;1447,42;1744,97;1374,01;
Edealina;2016;2014,25;3060,78;;;2640;1281,12;2382,92;1704,79;1474,97;
Edealina;2017;2226,33;3199,39;;;2811;1635,35;2357,06;2037,34;1557,91;
Edealina;2018;2520,63;3105,27;0;0;1371,07;1497,98;2042,97;2118,05;2025,76;
Edéia;1999;404,29;;;;;;;;;
Edéia;2000;416,51;;;;;;;;;
Edéia;2001;422,8;;;;;;;;;
Edéia;2002;478,26;;;;;;;;;
Edéia;2003;541,37;;;;;;;;;
Edéia;2004;630,7;;;;;;;;;
Edéia;2005;704,07;;;;;;;;;
Edéia;2006;760,88;;;;;;;;;
Edéia;2007;846,29;;;;;;;;;
Edéia;2008;1092,38;;;;;;;;;
Edéia;2009;1269,35;;;;;;;;;
Edéia;2010;1452,57;2126,83;;5315,25;1688,79;689,16;1238,75;1272,33;926,53;
Edéia;2011;1590,51;2302,28;;5787,77;1982,59;778,76;1315,67;1219,34;1032,46;
Edéia;2012;1872,5;2658,32;;8087,36;1575,91;859,69;1444,97;1489,76;1197,12;
Edéia;2013;1193,21;1215,16;;;1943,1;945,14;1203,51;1195,83;1037,54;
Edéia;2014;2085,71;2474,87;;9601,8;1102,29;1072,65;1802,17;1782,47;1453,74;
Edéia;2015;2420,03;2998,47;;18235,68;1540,29;1146,86;1818,58;1858,31;1594,4;
Edéia;2016;2741,64;3341,06;;26309,5;1066,08;1306,47;1984,81;2141,27;1662,87;
Edéia;2017;2648,9;3206,28;;;1264,38;1410,3;2039,73;2170,42;1789,15;
Edéia;2018;1578,16;1237,82;0;0;0;1255,82;1213,25;1785,27;1603,7;
Estrela do Norte;1999;271,88;;;;;;;;;
Estrela do Norte;2000;279,15;;;;;;;;;
Estrela do Norte;2001;364,52;;;;;;;;;
Estrela do Norte;2002;393,84;;;;;;;;;
Estrela do Norte;2003;438,86;;;;;;;;;
Estrela do Norte;2004;443,93;;;;;;;;;
Estrela do Norte;2005;532,65;;;;;;;;;
Estrela do Norte;2006;570,17;;;;;;;;;
Estrela do Norte;2007;611,61;;;;;;;;;
Estrela do Norte;2008;697,88;;;;;;;;;
Estrela do Norte;2009;809,65;;;;;;;;;
Estrela do Norte;2010;870,2;914,39;;;933,52;697,34;663,95;893,69;806,59;
Estrela do Norte;2011;1181,99;1023,57;;;1872,07;764,01;838,44;960,55;864,52;
Estrela do Norte;2012;1093,12;1063,6;;;1193,24;864,04;1177,78;1083,38;798,82;
Estrela do Norte;2013;1049,34;704,63;1200;727,7;1357,83;1041,63;992,21;1131,8;959,45;
Estrela do Norte;2014;1348,83;1433,94;;;1078,88;1056,66;1438,61;1403,14;1159,86;
Estrela do Norte;2015;1501,7;1502,56;;;;1118,86;1329,42;1673,62;1163,95;
Estrela do Norte;2016;1654,48;1546,06;;;;1243,3;1448,39;1944,8;1413,28;
Estrela do Norte;2017;1582,16;1283,6;;;;1238,23;1323,69;1751,12;1671,38;
Estrela do Norte;2018;1641,62;894,71;3700,87;0;954;1343,14;1465,14;1463,89;1378,09;
Faina;1999;205,53;;;;;;;;;
Faina;2000;207,59;;;;;;;;;
Faina;2001;258,7;;;;;;;;;
Faina;2002;331,31;;;;;;;;;
Faina;2003;482,24;;;;;;;;;
Faina;2004;531,39;;;;;;;;;
Faina;2005;636,49;;;;;;;;;
Faina;2006;771,55;;;;;;;;;
Faina;2007;600,77;;;;;;;;;
Faina;2008;667,02;;;;;;;;;
Faina;2009;653,73;;;;;;;;;
Faina;2010;753,49;519,55;577,69;;;756,18;658,01;794,87;733,02;
Faina;2011;782,24;566,45;1413,08;676,42;;817,11;789,17;787,53;776,83;
Faina;2012;815,42;649,42;;;;1000,2;806,95;729,13;903,14;
Faina;2013;1150,02;852,38;723,42;5746,09;;918,62;2402,35;1093;1060,96;
Faina;2014;1102,33;855,11;1000;;267,52;1079,41;1046,16;1170,18;1137,34;
Faina;2015;1221,4;860,77;1038,37;;842,8;1152,84;1187,23;1333,37;1118,44;
Faina;2016;1377,33;915,05;1137,57;;880;1302,29;1451,4;1491,25;1256,28;
Faina;2017;1847,65;958,23;4914,3;;468,5;1312,32;1513,1;1527,37;1438,08;
Faina;2018;1503,34;979,54;954;0;1053,27;1189,09;2071,96;1827,27;1482,44;
Fazenda Nova;1999;260,69;;;;;;;;;
Fazenda Nova;2000;302,79;;;;;;;;;
Fazenda Nova;2001;337,02;;;;;;;;;
Fazenda Nova;2002;411,87;;;;;;;;;
Fazenda Nova;2003;476,51;;;;;;;;;
Fazenda Nova;2004;579,95;;;;;;;;;
Fazenda Nova;2005;587,96;;;;;;;;;
Fazenda Nova;2006;607,52;;;;;;;;;
Fazenda Nova;2007;684,66;;;;;;;;;
Fazenda Nova;2008;714,6;;;;;;;;;
Fazenda Nova;2009;830,23;;;;;;;;;
Fazenda Nova;2010;892,11;724,69;992,81;4831,61;;677,35;1790,06;737,72;810,62;
Fazenda Nova;2011;913,39;555,75;892,39;5543,58;;738,88;1767,97;780,58;868,43;
Fazenda Nova;2012;1019,38;639,47;1026,25;6973,78;;991,65;2286,97;884,52;939,95;
Fazenda Nova;2013;1422,54;1098,77;;6425,51;678;883,33;1696,74;1457,25;979,01;
Fazenda Nova;2014;1265,33;825,57;949,33;;970,2;1015,4;2801,49;1209,06;1173,69;
Fazenda Nova;2015;1336,54;960,47;788;;1188;1043,24;3003,75;1292,5;1267,08;
Fazenda Nova;2016;1456,81;977,96;880;;1188;1222,74;3122,93;1370,54;1380,65;
Fazenda Nova;2017;1481,85;1048,97;937;;1587,78;1235,81;2638,04;1522,21;1409,99;
Fazenda Nova;2018;1708,98;1460,65;0;8262,87;1368,57;1169,14;1796,07;2259,81;1456,31;
Firminópolis;1999;410,53;;;;;;;;;
Firminópolis;2000;394,5;;;;;;;;;
Firminópolis;2001;376,33;;;;;;;;;
Firminópolis;2002;436,83;;;;;;;;;
Firminópolis;2003;491,91;;;;;;;;;
Firminópolis;2004;530,89;;;;;;;;;
Firminópolis;2005;575,73;;;;;;;;;
Firminópolis;2006;654,69;;;;;;;;;
Firminópolis;2007;677,12;;;;;;;;;
Firminópolis;2008;748,78;;;;;;;;;
Firminópolis;2009;846,68;;;;;;;;;
Firminópolis;2010;921,93;705,83;;3483,56;1231,31;774,55;1030,17;948,62;783,61;
Firminópolis;2011;978,4;729,66;;4094,99;;745,22;1229,14;1031,2;820,25;
Firminópolis;2012;1126,15;822,41;;4710,03;622;925,14;1336,49;1311,34;826,41;
Firminópolis;2013;1145,68;678;;;;1063,34;1524,49;1117,77;1185,82;
Firminópolis;2014;1527,45;1138,25;;6724,65;724;1044,6;1808,18;1660,71;1010,19;
Firminópolis;2015;1629,24;1163,34;;7954,18;788;1084,99;1932,93;1718,98;1133,29;
Firminópolis;2016;1931,3;1226,32;;13113,94;1416,65;1209,13;2152,3;1745,77;1299,63;
Firminópolis;2017;1687,33;1467,05;;14898,64;256,94;1181,82;2096,11;1970,93;1456,54;
Firminópolis;2018;1713,09;650;0;0;0;1170,41;1954,2;1786,59;1653,7;
Flores de Goiás;1999;269,96;;;;;;;;;
Flores de Goiás;2000;297,41;;;;;;;;;
Flores de Goiás;2001;359,17;;;;;;;;;
Flores de Goiás;2002;376,61;;;;;;;;;
Flores de Goiás;2003;412,52;;;;;;;;;
Flores de Goiás;2004;439,57;;;;;;;;;
Flores de Goiás;2005;502,93;;;;;;;;;
Flores de Goiás;2006;528,07;;;;;;;;;
Flores de Goiás;2007;668,29;;;;;;;;;
Flores de Goiás;2008;686,79;;;;;;;;;
Flores de Goiás;2009;771,58;;;;;;;;;
Flores de Goiás;2010;891,3;510;;;;654,23;1026,87;937,57;820,95;
Flores de Goiás;2011;1034,18;544,16;;;;760,58;1196;1041,61;1056,52;
Flores de Goiás;2012;1038,84;;;;;990,43;1424,36;1025,73;1028,07;
Flores de Goiás;2013;1418,43;1234,8;1670,98;5087,06;1169,23;1156,15;1316,05;1987,28;1460,17;
Flores de Goiás;2014;1425,97;;;;724;1154,69;1537,51;1511,17;1299,97;
Flores de Goiás;2015;1399,2;;;;;1196,57;1259,52;1442,12;1385,22;
Flores de Goiás;2016;1509,45;;;;;1149,23;1701,05;880;1578,5;
Flores de Goiás;2017;1804,23;;;;;1236,7;1947,11;1917,98;1650,82;
Flores de Goiás;2018;1878,56;1694,32;1949,4;4699,97;1400,06;1681,01;1684,38;2352,64;2055,83;
Formosa;1999;340,61;;;;;;;;;
